epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.708336,0.407769,8.057808,0.186090,0.784983,0.777789,0.678822,0.720280,0.698937,1412,731,600,1545
2,4.529013,0.369483,7.896380,0.039473,0.925190,0.920827,0.842498,0.844071,0.843284,1808,338,334,1808
3,5.245482,0.720112,8.296895,0.716278,0.438271,0.453394,0.468531,0.468531,0.468531,1003,1140,1140,1005
4,5.227442,0.693161,8.299469,0.701622,0.511715,0.514453,0.514713,0.530070,0.522278,1071,1072,1008,1137
5,5.236521,0.688789,8.304468,0.718216,0.502117,0.501554,0.500455,0.512821,0.506562,1045,1098,1045,1100
6,5.219729,0.694401,8.278008,0.708688,0.490320,0.492747,0.493289,0.479050,0.486065,1083,1057,1119,1029
7,5.228798,0.695418,8.308668,0.692185,0.493171,0.493118,0.502723,0.559441,0.529568,956,1187,945,1200
8,5.211522,0.685110,8.270756,0.708613,0.503299,0.501706,0.496993,0.539143,0.517211,971,1171,989,1157
9,5.209654,0.689049,8.300028,0.669134,0.496819,0.498361,0.500845,0.414259,0.453456,1256,886,1257,889
10,5.215408,0.694968,8.299416,0.675988,0.485058,0.487793,0.483852,0.384508,0.428497,1266,879,1319,824
