epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.553062,0.317765,7.974048,0.048682,0.848379,0.833976,0.754491,0.764349,0.759388,1612,533,505,1638
2,4.531952,0.373645,7.921390,0.014094,0.929995,0.926423,0.839618,0.862343,0.850829,1792,353,295,1848
3,5.237735,0.690759,8.299075,0.724804,0.483530,0.484451,0.491200,0.428971,0.457981,1187,954,1226,921
4,5.228401,0.692284,8.298415,0.705489,0.492626,0.491878,0.499024,0.477146,0.487840,1117,1027,1121,1023
5,5.235492,0.693458,8.314978,0.700396,0.494259,0.495921,0.495150,0.475991,0.485382,1102,1041,1124,1021
6,5.234422,0.689463,8.316520,0.700155,0.502619,0.501067,0.499556,0.525187,0.512051,1016,1128,1018,1126
7,5.227847,0.683892,8.311239,0.697826,0.489974,0.487410,0.491948,0.441698,0.465471,1166,978,1197,947
8,5.240520,0.711950,8.312263,0.696797,0.490107,0.488476,0.496353,0.539646,0.517095,970,1174,987,1157
9,5.233156,0.703517,8.307755,0.694616,0.493536,0.494791,0.493059,0.514486,0.503544,1016,1132,1039,1101
10,5.232880,0.693980,8.315722,0.693882,0.467752,0.476504,0.475921,0.391974,0.429887,1220,925,1303,840
