epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.703469,0.460053,8.053473,0.134070,0.765449,0.767466,0.686097,0.670089,0.677998,1488,657,707,1436
2,4.504629,0.261188,7.945077,0.034603,0.914634,0.909474,0.840223,0.843750,0.841983,1800,344,335,1809
3,5.211651,0.696701,8.252859,0.718126,0.479855,0.474828,0.485117,0.561976,0.520725,862,1280,940,1206
4,5.246149,0.710181,8.319327,0.701874,0.492533,0.493358,0.496958,0.495567,0.496262,1070,1075,1081,1062
5,5.234433,0.696202,8.313399,0.697544,0.496617,0.496960,0.493897,0.491130,0.492509,1068,1078,1090,1052
6,5.234016,0.694465,8.314602,0.696953,0.499803,0.498115,0.498358,0.565967,0.530015,921,1222,931,1214
7,5.233621,0.698977,8.310338,0.696790,0.498274,0.499714,0.502456,0.477146,0.489474,1131,1013,1121,1023
8,5.227173,0.691695,8.304702,0.696649,0.497191,0.495287,0.499299,0.498832,0.499065,1076,1071,1073,1068
9,5.235068,0.696605,8.316464,0.695081,0.482139,0.482294,0.494158,0.611474,0.546592,802,1342,833,1311
10,5.231720,0.690346,8.316369,0.694123,0.497375,0.499047,0.500000,0.473218,0.486241,1125,1016,1131,1016
