epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.926234,0.477794,6.928007,0.451855,0.765735,0.758472,0.677783,0.702148,0.689750,1431,715,638,1504
2,3.715308,0.425122,6.926516,0.136668,0.910307,0.903512,0.830626,0.835278,0.832946,1780,365,353,1790
3,3.589930,0.248444,6.916396,0.053924,0.922756,0.916802,0.842351,0.842351,0.842351,1806,338,338,1806
4,3.578912,0.263941,6.908063,0.032172,0.930646,0.925123,0.846855,0.866200,0.856419,1807,336,287,1858
5,3.572303,0.278589,6.895597,0.021782,0.937163,0.933348,0.857275,0.863276,0.860265,1837,308,293,1850
6,3.633810,0.379043,6.938051,0.021946,0.933749,0.929139,0.858675,0.858275,0.858475,1840,303,304,1841
7,3.596284,0.306767,6.926672,0.017070,0.944045,0.939606,0.863323,0.875817,0.869525,1849,297,266,1876
8,3.581485,0.279055,6.915879,0.019873,0.945778,0.942377,0.864282,0.878788,0.871475,1847,296,260,1885
9,3.535277,0.174048,6.912388,0.015773,0.947565,0.944385,0.870421,0.887488,0.878872,1863,283,241,1901
10,3.588686,0.355158,6.885324,0.006602,0.948662,0.944171,0.869365,0.882353,0.875811,1862,284,252,1890
11,3.591109,0.319457,6.914854,0.009832,0.949827,0.946252,0.866424,0.888630,0.877387,1848,294,239,1907
12,3.549185,0.187116,6.931426,0.014377,0.952099,0.949016,0.870059,0.893607,0.881676,1859,286,228,1915
13,3.608645,0.406050,6.884517,0.006610,0.951761,0.948644,0.872088,0.891223,0.881552,1866,280,233,1909
14,3.632890,0.407952,6.931377,0.006701,0.954954,0.952459,0.876251,0.897484,0.886740,1870,272,220,1926
15,3.613987,0.396798,6.897413,0.010937,0.954402,0.952169,0.872340,0.897950,0.884960,1860,282,219,1927
16,3.582548,0.295142,6.916044,0.010782,0.954300,0.952857,0.871099,0.899580,0.885110,1862,285,215,1926
17,3.591159,0.321289,6.915267,0.008350,0.956602,0.953970,0.873182,0.896825,0.884846,1867,279,221,1921
18,3.561311,0.268903,6.902207,0.004411,0.957023,0.954482,0.869959,0.895522,0.882556,1857,287,224,1920
19,3.552416,0.247556,6.901427,0.004467,0.960303,0.958882,0.876930,0.900653,0.888633,1873,271,213,1931
20,3.569888,0.268582,6.920098,0.004011,0.958894,0.957725,0.880985,0.900280,0.890528,1881,261,214,1932
21,3.536962,0.199216,6.909656,0.004079,0.961800,0.959349,0.886228,0.896970,0.891566,1896,247,221,1924
22,3.562169,0.254026,6.910441,0.008896,0.959611,0.957837,0.879945,0.902098,0.890884,1879,264,210,1935
23,3.584918,0.307529,6.912528,0.009405,0.959183,0.957430,0.876086,0.894074,0.884988,1874,271,227,1916
24,3.584487,0.323323,6.906453,0.003218,0.961809,0.958616,0.881279,0.901027,0.891043,1886,260,212,1930
25,3.585759,0.313192,6.916499,0.003721,0.963103,0.961212,0.880400,0.904673,0.892372,1885,263,204,1936
26,3.530663,0.221706,6.879492,0.003724,0.961664,0.959159,0.873044,0.910914,0.891577,1860,284,191,1953
27,3.529993,0.219185,6.880353,0.003570,0.961133,0.959258,0.873423,0.904384,0.888634,1863,281,205,1939
28,3.581952,0.319429,6.904396,0.003304,0.963592,0.961844,0.880489,0.906760,0.893431,1879,264,200,1945
29,3.592545,0.349764,6.901582,0.003081,0.964302,0.963267,0.884388,0.904984,0.894567,1887,254,204,1943
30,3.602545,0.400887,6.879997,0.003652,0.964212,0.962964,0.881847,0.909430,0.895426,1885,261,194,1948
31,3.560796,0.257293,6.912173,0.002987,0.965633,0.963528,0.883094,0.915191,0.898856,1882,260,182,1964
32,3.542605,0.222936,6.900414,0.005373,0.965557,0.963751,0.883158,0.903783,0.893352,1891,256,206,1935
33,3.568499,0.257267,6.925779,0.004503,0.966912,0.965186,0.882010,0.915696,0.898537,1878,263,181,1966
34,3.535002,0.153049,6.940354,0.006009,0.966409,0.964762,0.882858,0.910873,0.896647,1886,259,191,1952
35,3.574393,0.277571,6.919296,0.006194,0.967277,0.965758,0.886333,0.916511,0.901169,1892,252,179,1965
36,3.529455,0.158835,6.928217,0.003020,0.966409,0.964764,0.883438,0.916433,0.899633,1887,259,179,1963
37,3.552372,0.241046,6.906586,0.004435,0.965919,0.963905,0.888538,0.918377,0.903211,1897,247,175,1969
38,3.568046,0.242716,6.938695,0.002686,0.966669,0.964691,0.882907,0.917910,0.900069,1883,261,176,1968
39,3.585650,0.347826,6.888757,0.003568,0.966709,0.966026,0.878747,0.916472,0.897213,1874,271,179,1964
40,3.551683,0.241054,6.906360,0.003470,0.968549,0.966965,0.886878,0.915033,0.900735,1896,250,182,1960
41,3.533350,0.223435,6.883855,0.003414,0.969012,0.967077,0.886150,0.922108,0.903771,1890,254,167,1977
42,3.573133,0.302549,6.900061,0.003471,0.969513,0.967314,0.894235,0.917987,0.905955,1909,233,176,1970
43,3.549412,0.240772,6.903611,0.002163,0.971384,0.970031,0.889978,0.931469,0.910251,1896,247,147,1998
44,3.507620,0.140371,6.890617,0.010272,0.971074,0.969956,0.892148,0.923400,0.907505,1908,239,164,1977
45,3.522562,0.183261,6.895365,0.002625,0.971113,0.969104,0.900587,0.930005,0.915060,1925,220,150,1993
46,3.540821,0.233061,6.893342,0.001543,0.972207,0.971302,0.897112,0.927239,0.911927,1916,228,156,1988
47,3.508314,0.219515,6.837232,0.003153,0.973982,0.972177,0.904632,0.929104,0.916705,1934,210,152,1992
48,3.499247,0.121826,6.899283,0.001458,0.972479,0.971132,0.899281,0.931099,0.914913,1916,224,148,2000
49,3.525227,0.216031,6.872019,0.004675,0.973261,0.971888,0.900500,0.924872,0.912523,1926,219,161,1982
50,3.509450,0.171740,6.879304,0.001837,0.976338,0.974566,0.913761,0.929538,0.921582,1957,188,151,1992
