epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.986701,0.586213,6.927508,0.480770,0.751635,0.721910,0.671077,0.685461,0.678193,1421,721,675,1471
2,3.657472,0.310342,6.927011,0.116382,0.879964,0.864794,0.791552,0.803355,0.797410,1688,454,422,1724
3,3.652092,0.385791,6.928978,0.055477,0.920136,0.912451,0.842251,0.851679,0.846939,1802,342,318,1826
4,3.610573,0.323510,6.920330,0.035007,0.931601,0.929147,0.847926,0.856611,0.852246,1810,330,308,1840
5,3.594135,0.283747,6.923387,0.031572,0.939353,0.937270,0.859110,0.873134,0.866065,1837,307,272,1872
6,3.490294,0.229475,6.768698,0.023592,0.941671,0.941324,0.858456,0.871269,0.864815,1836,308,276,1868
7,3.522552,0.207169,6.841075,0.031911,0.941361,0.940732,0.862483,0.870517,0.866481,1843,298,278,1869
8,3.575237,0.366204,6.828616,0.024078,0.946597,0.945619,0.862700,0.879198,0.870871,1844,300,259,1885
9,3.553168,0.237665,6.889040,0.022636,0.950288,0.948539,0.864192,0.890807,0.877298,1845,300,234,1909
10,3.557618,0.361907,6.811173,0.012116,0.947581,0.944794,0.864033,0.877332,0.870632,1848,296,263,1881
11,3.528816,0.196911,6.890679,0.007853,0.953352,0.952398,0.867492,0.882463,0.874913,1855,289,252,1892
12,3.539130,0.318954,6.804879,0.015182,0.954242,0.953362,0.874598,0.887232,0.880870,1869,273,242,1904
13,3.518121,0.248363,6.828515,0.007531,0.954445,0.953497,0.871350,0.891274,0.881200,1863,282,233,1910
14,3.543377,0.230098,6.889000,0.011396,0.954142,0.952609,0.878208,0.879028,0.878618,1886,261,259,1882
15,3.610673,0.350358,6.929141,0.009932,0.953712,0.952201,0.871923,0.892674,0.882177,1864,281,230,1913
16,3.533569,0.244337,6.859863,0.009838,0.955129,0.953857,0.864338,0.888941,0.876467,1846,299,238,1905
17,3.578762,0.315671,6.898897,0.005076,0.957248,0.955396,0.881730,0.892824,0.887242,1885,257,230,1916
18,3.592331,0.317691,6.922252,0.006882,0.955196,0.954036,0.867839,0.896970,0.882164,1850,293,221,1924
19,3.543125,0.227984,6.894818,0.007538,0.956473,0.954028,0.877402,0.893756,0.885503,1874,268,228,1918
20,3.457145,0.121274,6.805270,0.010001,0.958785,0.957941,0.874605,0.903963,0.889042,1865,278,206,1939
21,3.611325,0.372079,6.915286,0.008083,0.958839,0.957287,0.877476,0.888526,0.882966,1878,266,239,1905
22,3.617952,0.335493,6.959812,0.006414,0.960311,0.959077,0.880755,0.892674,0.886674,1886,259,230,1913
23,3.561979,0.210297,6.948456,0.006053,0.962124,0.960854,0.879491,0.902894,0.891039,1881,265,208,1934
24,3.564746,0.280565,6.894403,0.008864,0.962065,0.960127,0.883593,0.900093,0.891767,1892,254,214,1928
25,3.528879,0.247152,6.851155,0.007401,0.961462,0.959937,0.877994,0.906250,0.891898,1874,270,201,1943
26,3.531712,0.221475,6.880817,0.004521,0.962438,0.960557,0.878071,0.901448,0.889606,1879,268,211,1930
27,3.561481,0.265709,6.905180,0.004345,0.960056,0.958041,0.880128,0.900233,0.890067,1880,263,214,1931
28,3.539970,0.229700,6.891788,0.003660,0.961786,0.960154,0.879836,0.900746,0.890168,1878,264,213,1933
29,3.569134,0.248222,6.935672,0.003349,0.962281,0.961162,0.874944,0.907606,0.890976,1867,278,198,1945
30,3.536836,0.228182,6.886377,0.003959,0.963339,0.962242,0.882273,0.904052,0.893030,1882,259,206,1941
31,3.527636,0.208379,6.883801,0.003973,0.964189,0.962967,0.878093,0.910448,0.893978,1873,271,192,1952
32,3.483557,0.130784,6.857975,0.003761,0.965533,0.963518,0.885493,0.904895,0.895089,1892,251,204,1941
33,3.538334,0.295287,6.836100,0.003616,0.965905,0.964805,0.883416,0.911422,0.897201,1885,258,190,1955
34,3.581238,0.279456,6.931401,0.006259,0.966915,0.965279,0.887523,0.908625,0.897950,1896,247,196,1949
35,3.533112,0.157920,6.935478,0.003675,0.967459,0.965782,0.891781,0.911339,0.901454,1908,237,190,1953
36,3.539173,0.269571,6.859209,0.002900,0.966887,0.965087,0.881006,0.914685,0.897530,1878,265,183,1962
37,3.536846,0.207678,6.903340,0.003508,0.967614,0.965991,0.889696,0.913753,0.901564,1900,243,185,1960
38,3.551179,0.238743,6.906176,0.004323,0.968198,0.966805,0.887774,0.907226,0.897395,1897,246,199,1946
39,3.521645,0.252250,6.837311,0.003482,0.969375,0.968132,0.890802,0.916978,0.903700,1903,241,178,1966
40,3.522790,0.214597,6.861608,0.010246,0.971112,0.969374,0.896972,0.924546,0.910550,1913,228,162,1985
41,3.541358,0.277596,6.855597,0.004202,0.967930,0.966120,0.891916,0.915618,0.903612,1905,238,181,1964
42,3.505549,0.110015,6.918985,0.003418,0.973190,0.971677,0.895475,0.923041,0.909049,1913,231,165,1979
43,3.557089,0.227077,6.930239,0.001897,0.972413,0.970642,0.901818,0.925373,0.913444,1928,216,160,1984
44,3.502660,0.039438,6.969153,0.003846,0.973178,0.971526,0.905652,0.927638,0.916513,1939,207,155,1987
45,3.515544,0.155564,6.904376,0.001884,0.974203,0.972680,0.895917,0.930135,0.912706,1909,232,150,1997
46,3.523167,0.196360,6.884703,0.003786,0.973507,0.971967,0.901467,0.918301,0.909806,1931,215,175,1967
47,3.533418,0.138758,6.946687,0.007618,0.974431,0.972759,0.900498,0.929505,0.914771,1926,220,151,1991
48,3.497475,0.262630,6.780482,0.003637,0.975809,0.973701,0.912844,0.928605,0.920657,1955,190,153,1990
49,3.536769,0.248124,6.871726,0.002760,0.976250,0.974870,0.907525,0.933769,0.920460,1940,204,142,2002
50,3.543775,0.266104,6.870591,0.003397,0.976296,0.975038,0.909424,0.928105,0.918669,1948,198,154,1988
