epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.914720,0.416115,6.926225,0.475268,0.776536,0.752845,0.690432,0.699115,0.694747,1468,673,646,1501
2,3.712715,0.405237,6.929164,0.143397,0.875896,0.864706,0.792166,0.801772,0.796940,1693,451,425,1719
3,3.637030,0.338948,6.919916,0.069155,0.914572,0.910331,0.835604,0.829757,0.832670,1794,350,365,1779
4,3.606974,0.282958,6.925239,0.051952,0.930416,0.926997,0.848712,0.845938,0.847323,1823,323,330,1812
5,3.616876,0.400370,6.880876,0.027150,0.939106,0.937382,0.861667,0.862069,0.861868,1845,297,296,1850
6,3.620951,0.338916,6.934129,0.030534,0.944352,0.944580,0.864903,0.868127,0.866512,1851,291,283,1863
7,3.578726,0.311168,6.883622,0.020745,0.947952,0.947580,0.869828,0.871855,0.870840,1862,280,275,1871
8,3.580995,0.291622,6.902713,0.021649,0.945840,0.945659,0.866821,0.872082,0.869444,1859,287,274,1868
9,3.560287,0.235238,6.912343,0.016700,0.950112,0.949706,0.874825,0.872787,0.873805,1874,268,273,1873
10,3.569040,0.250076,6.914793,0.019356,0.952036,0.951018,0.875408,0.875000,0.875204,1877,267,268,1876
11,3.552086,0.244744,6.883695,0.020568,0.952678,0.952848,0.873553,0.879664,0.876598,1871,273,258,1886
12,3.531518,0.191530,6.892415,0.014498,0.956380,0.956040,0.881499,0.877799,0.879645,1891,253,262,1882
13,3.548714,0.277630,6.857328,0.014996,0.956401,0.956532,0.878774,0.882051,0.880409,1882,261,253,1892
14,3.536325,0.269296,6.847371,0.008202,0.956305,0.956752,0.879870,0.885621,0.882736,1887,259,245,1897
15,3.585236,0.311445,6.911324,0.008327,0.959233,0.959693,0.877711,0.887127,0.882394,1879,265,242,1902
16,3.517536,0.193926,6.868362,0.009641,0.959384,0.959183,0.878479,0.883396,0.880930,1882,262,250,1894
17,3.538728,0.263169,6.859554,0.006138,0.960282,0.959301,0.877747,0.894123,0.885860,1877,267,227,1917
18,3.515984,0.223364,6.846015,0.006052,0.959308,0.958382,0.876668,0.889356,0.882966,1878,268,237,1905
19,3.525413,0.213435,6.868869,0.009340,0.961265,0.960893,0.884186,0.886660,0.885422,1895,249,243,1901
20,3.512481,0.234711,6.828066,0.007606,0.960616,0.960079,0.878093,0.893240,0.885602,1877,266,229,1916
21,3.551950,0.331159,6.829492,0.007901,0.962545,0.961973,0.877440,0.902428,0.889758,1876,270,209,1933
22,3.470043,0.230868,6.742077,0.011095,0.963991,0.963460,0.889908,0.904007,0.896902,1902,240,206,1940
23,3.514159,0.194509,6.862188,0.008769,0.964268,0.963248,0.889554,0.901166,0.895322,1903,240,212,1933
24,3.436788,0.161794,6.736115,0.006687,0.969496,0.968378,0.901200,0.910873,0.906011,1931,214,191,1952
25,3.422995,0.118128,6.744676,0.005677,0.968501,0.968355,0.893053,0.911381,0.902124,1910,234,190,1954
26,3.490370,0.270291,6.759114,0.004494,0.970439,0.970050,0.896742,0.912232,0.904420,1921,225,188,1954
27,3.525385,0.292281,6.804765,0.010150,0.969598,0.968507,0.902643,0.909388,0.906003,1937,210,194,1947
28,3.471902,0.256248,6.730504,0.006918,0.972805,0.972102,0.905025,0.914725,0.909849,1936,206,183,1963
29,3.441169,0.249409,6.677522,0.004407,0.969973,0.968711,0.898477,0.908539,0.903480,1925,220,196,1947
30,3.444062,0.156653,6.758386,0.003679,0.973100,0.972133,0.904059,0.915033,0.909513,1938,208,182,1960
31,3.481152,0.316989,6.703017,0.004746,0.974144,0.973055,0.902695,0.921212,0.911860,1930,213,169,1976
