epoch,loss_train,val_loss,task_loss,cont_loss,adv_loss,auroc,val_auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,12.746360778808594,12.670584678649902,0.4704101085662842,7.592511177062988,0.17677544057369232,0.8752291845598134,0.9113815072031222,0.8683610393453574,0.7879341864716636,0.8033550792171482,0.7955699123211813,1678,464,422,1724
2,12.673401832580566,12.345285415649414,0.5196324586868286,7.591142177581787,0.05120927840471268,0.9226485250826022,0.9177210421905659,0.9176929757313318,0.8434782608695652,0.8604108309990663,0.8518604113704645,1804,342,299,1843
3,12.461392402648926,12.41884994506836,0.37105876207351685,7.5898284912109375,0.03491898626089096,0.9367505001379242,0.933817594834544,0.9332997645267574,0.8550658791458428,0.8786181139122315,0.8666820170389132,1827,319,260,1882
4,12.306519508361816,12.279327392578125,0.26173102855682373,7.589018821716309,0.02375992201268673,0.9441414395217474,0.9368738229755178,0.9425504178389374,0.8676133760879523,0.8838077461502567,0.8756356911696718,1856,289,249,1894
5,12.224992752075195,12.563887596130371,0.20347079634666443,7.589199542999268,0.017850501462817192,0.9487408021691913,0.9379519628099174,0.9446937058734972,0.8620063549704948,0.8857276119402985,0.8737060041407867,1840,304,245,1899
6,12.403715133666992,12.45570182800293,0.34320688247680664,7.589773654937744,0.014850912615656853,0.9541109169636891,0.9437872157256619,0.9507680170339396,0.8710118505013673,0.8913246268656716,0.8810511756569848,1861,283,233,1911
7,12.725887298583984,12.44606876373291,0.5945353507995605,7.589641571044922,0.01184118539094925,0.9554762238849966,0.9437991448085864,0.9529792012994431,0.8731818181818182,0.8955710955710956,0.8842347525891829,1864,279,224,1921
8,12.296622276306152,12.584169387817383,0.26445817947387695,7.58952522277832,0.010484199039638042,0.9593239549375807,0.9403640929064658,0.958188727173025,0.8818681318681318,0.8979020979020979,0.8898128898128899,1885,258,219,1926
9,12.14967155456543,12.514554023742676,0.1512058675289154,7.589474678039551,0.010346071794629097,0.9611998600746269,0.9415136504019255,0.9591881367212111,0.8857539315448658,0.8931902985074627,0.8894565722248026,1897,247,229,1915
10,12.206472396850586,12.383745193481445,0.19573092460632324,7.589511394500732,0.00946799200028181,0.9629271726720874,0.9439261052820376,0.9625748780802028,0.8857010643220731,0.8927238805970149,0.889198606271777,1897,247,230,1914
11,12.41179084777832,12.505303382873535,0.3561527132987976,7.589533805847168,0.007089338265359402,0.9635469285570705,0.9436391355035423,0.9620684107553407,0.8804889090086012,0.9063373718546133,0.8932261768082663,1878,264,201,1945
12,12.427424430847168,12.171741485595703,0.3702446222305298,7.589505195617676,0.004683217965066433,0.9638737138700155,0.9404395911880873,0.9630076157352977,0.8837209302325582,0.9039179104477612,0.8937053262623934,1889,255,206,1938
13,12.110036849975586,12.362895011901855,0.12297528982162476,7.589502811431885,0.007448237389326096,0.9661320480732519,0.9446660449099649,0.9648115711276731,0.887118798361402,0.9094727018198787,0.8981566820276498,1897,248,194,1949
14,12.335970878601074,12.534157752990723,0.29770106077194214,7.589710235595703,0.006742535158991814,0.9686153119216,0.942036731472846,0.9676428419029763,0.8890404729422465,0.9109972041006523,0.8998849252013809,1898,244,191,1955
15,12.508466720581055,12.353099822998047,0.43206101655960083,7.589597225189209,0.005442549474537373,0.9699586575854323,0.9436839990817264,0.9682213005878545,0.8858818222823636,0.9151910531220876,0.9002979601191841,1889,253,182,1964
16,12.173826217651367,12.162615776062012,0.1721392571926117,7.589569568634033,0.00743902800604701,0.9709957176126098,0.9471482889733841,0.9682992178985441,0.8959854014598541,0.9164722351843211,0.9061130334486736,1917,228,179,1964
17,12.034646034240723,12.408611297607422,0.0671147033572197,7.589542388916016,0.0045713502913713455,0.9713024383409778,0.9443515755036446,0.9705970380352421,0.8928571428571429,0.9203168685927307,0.9063790729692519,1905,237,171,1975
18,12.22464370727539,12.017179489135742,0.21350379288196564,7.5896124839782715,0.004789755679666996,0.973049984206171,0.9473810711044308,0.971984146811762,0.8993135011441648,0.9156570363466915,0.9074116832140383,1922,220,181,1965
19,12.140445709228516,12.48890209197998,0.14940683543682098,7.589542388916016,0.003812454640865326,0.9757765075044554,0.9505308845684769,0.9747900665014009,0.9045248868778281,0.9323694029850746,0.9182361047312816,1933,211,145,1999
20,12.412355422973633,12.614749908447266,0.35939323902130127,7.589550971984863,0.003673026105388999,0.9761456617440389,0.9503838151947772,0.9737496138484992,0.9018901890189019,0.9355742296918768,0.918423464711274,1928,218,138,2004
21,12.116332054138184,12.421527862548828,0.1289275884628296,7.589529991149902,0.006087771151214838,0.9771241979361438,0.9490099720209485,0.9758423054374598,0.908760780753518,0.9342043863742417,0.9213069489185458,1944,201,141,2002
22,12.382019996643066,12.522880554199219,0.3356468677520752,7.589544773101807,0.004082588013261557,0.9789021990608551,0.9486476791735419,0.9780178940089383,0.9089680036052276,0.9412039197386841,0.9248051352590555,1943,202,126,2017
23,12.24911880493164,12.54117488861084,0.23421424627304077,7.589529514312744,0.002713421592488885,0.9808039878731345,0.9502188105316021,0.9796761179082942,0.9159433531292828,0.9351679104477612,0.9254558042926379,1960,184,139,2005
