epoch,loss_train,val_loss,task_loss,cont_loss,adv_loss,auroc,val_auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,12.435018539428711,12.509779930114746,0.2530929446220398,7.5918731689453125,0.14990705251693726,0.8848206321926599,0.9232226128129709,0.8778120717588243,0.7860986547085201,0.8153488372093023,0.8004566210045662,1661,477,397,1753
2,12.720037460327148,12.408546447753906,0.5583311915397644,7.594472885131836,0.043053384870290756,0.9319166312066921,0.93323050434034,0.9292244544680128,0.83998207082026,0.8732525629077353,0.8562942654786383,1785,357,272,1874
3,12.182806968688965,12.601814270019531,0.1579023003578186,7.595014572143555,0.025034921243786812,0.938237699925164,0.9390763160254685,0.9335736184253731,0.8509288627095605,0.8775700934579439,0.8640441683919945,1819,329,262,1878
4,12.307486534118652,12.380990982055664,0.26520174741744995,7.591037750244141,0.017501868307590485,0.9489243662671656,0.9458934009606038,0.9467476224929033,0.8606224627875507,0.8907563025210085,0.8754301445285616,1837,309,234,1908
5,12.236027717590332,12.207097053527832,0.21505358815193176,7.587062358856201,0.017282037064433098,0.9532003967170555,0.9436150369466964,0.9512911411704049,0.8693693693693694,0.9014479215319944,0.8851180921806925,1857,290,211,1930
6,12.415925025939941,12.255916595458984,0.35605427622795105,7.588977813720703,0.011882102116942406,0.9583847829283935,0.9480350378787878,0.9557215230040662,0.8725799189554255,0.9030754892823858,0.8875658346691092,1859,283,208,1938
7,12.190787315368652,12.350850105285645,0.17918330430984497,7.590903282165527,0.012792689725756645,0.9653234306524087,0.9500157837341445,0.9635885332159725,0.8864550737594993,0.9253383107792814,0.9054794520547945,1891,254,160,1983
8,12.296513557434082,12.306608200073242,0.259849488735199,7.591351509094238,0.013273135758936405,0.9693035936221577,0.9515388478370042,0.96707983378376,0.9002257336343115,0.9287377736376339,0.9142595139844109,1920,221,153,1994
9,12.24172592163086,12.34778118133545,0.21929557621479034,7.589076995849609,0.014513670466840267,0.9701448768385887,0.9508687729568411,0.9681499368750306,0.9001798561151079,0.934640522875817,0.9170865781035272,1924,222,140,2002
10,12.153048515319824,12.289532661437988,0.15361237525939941,7.589090824127197,0.011150800622999668,0.9724165086740916,0.951348733768563,0.96941402718029,0.8991071428571429,0.938927738927739,0.9185860889395667,1917,226,131,2014
11,12.094164848327637,12.379191398620605,0.11096393316984177,7.589481353759766,0.007189850322902203,0.9740946563158416,0.9517438294300585,0.9710017979049013,0.9090495679854479,0.931934731934732,0.9203499079189686,1943,200,146,1999
12,12.402359962463379,12.002501487731934,0.35137736797332764,7.589324474334717,0.004370417911559343,0.9761591651465659,0.9550010043617998,0.9740416484625812,0.9076160432627309,0.938927738927739,0.923006416131989,1938,205,131,2014
13,12.267663955688477,12.41043758392334,0.24494695663452148,7.589875221252441,0.006535498425364494,0.97957398022727,0.9539134801635698,0.9780688638576994,0.9132007233273056,0.9426038264115726,0.9276693455797933,1953,192,123,2020
14,12.18483829498291,12.632843017578125,0.18115538358688354,7.589486598968506,0.0069374325685203075,0.9787948402507431,0.9512488207674069,0.9774987199963432,0.9204545454545454,0.94493700419972,0.9325351139765139,1970,175,118,2025
15,12.219128608703613,12.802627563476562,0.209572434425354,7.589399337768555,0.004708620719611645,0.9812117404405352,0.9544184378082684,0.9792831064193597,0.9179138321995465,0.9453526389537599,0.9314312011044639,1966,181,117,2024
16,12.035151481628418,12.572874069213867,0.06547680497169495,7.589381217956543,0.007259146310389042,0.9820434504055595,0.9507782708360987,0.9800678811496142,0.9225225225225225,0.9547785547785548,0.9383734249713631,1971,172,97,2048
17,12.107954025268555,12.61555004119873,0.12017107009887695,7.5892252922058105,0.009301544167101383,0.9835639861771452,0.9535204901566895,0.9817819833350054,0.9248762932973459,0.9585081585081585,0.9413919413919414,1976,167,89,2056
18,12.16296100616455,12.31379508972168,0.16572126746177673,7.589282035827637,0.005482072476297617,0.9836775450401208,0.9575902145060622,0.9817313980079951,0.9276018099547512,0.9557109557109557,0.9414466130884042,1983,160,95,2050
19,12.265424728393555,12.517891883850098,0.24412503838539124,7.589233875274658,0.0063818516209721565,0.9840080004594564,0.9525961797148238,0.9828199835962319,0.9240506329113924,0.9533582089552238,0.938475665748393,1976,168,100,2044
20,12.155567169189453,12.724825859069824,0.15857422351837158,7.589436054229736,0.006996830925345421,0.9848466390064602,0.9550261134067952,0.9833356858506884,0.9312386156648452,0.9538246268656716,0.9423963133640553,1993,151,99,2045
21,12.1652193069458,12.499675750732422,0.1686510145664215,7.589321136474609,0.003989772871136665,0.9842266201292571,0.9581932901217075,0.9823426310245098,0.9341806627326373,0.9607843137254902,0.947295742232451,2001,145,84,2058
22,12.209493637084961,12.268553733825684,0.20203657448291779,7.589192867279053,0.0051323892548680305,0.9848881770788466,0.9521558217949637,0.9834386721732566,0.9298405466970388,0.9528478057889822,0.9412035969564215,1992,154,101,2041
23,12.0658540725708,12.177713394165039,0.09213700890541077,7.58913516998291,0.004040365573018789,0.9853650503313657,0.9552700298438934,0.9828130952076513,0.9377555656519764,0.9626865671641791,0.9500575373993095,2007,137,80,2064
24,12.277671813964844,12.544402122497559,0.25633224844932556,7.589077949523926,0.003281556535512209,0.987007085027289,0.9553451968018136,0.985688234706163,0.9304620906235981,0.9673507462686567,0.9485479076149097,1989,155,70,2074
25,12.0332612991333,12.043402671813965,0.06596283614635468,7.589023113250732,0.005433837883174419,0.9869827085851425,0.960722279614325,0.9854875943127241,0.9335142469470827,0.961789375582479,0.9474408997016296,1995,147,82,2064
26,12.053765296936035,12.158802032470703,0.08329103142023087,7.588746547698975,0.004024475812911987,0.9868626089824347,0.9556173326637492,0.9855744203141389,0.93234100135318,0.9654367118169079,0.9486002753556677,1997,150,74,2067
27,12.129508018493652,12.097103118896484,0.14225928485393524,7.5888142585754395,0.0033167079091072083,0.9881613720356114,0.9566795679793961,0.9868231657399952,0.9378966455122394,0.9641192917054986,0.9508272058823529,2005,137,77,2069
28,12.04098129272461,12.38941478729248,0.07364611327648163,7.58878231048584,0.0037025243509560823,0.9893222036945789,0.9585232958968086,0.9882236453191113,0.9368755676657584,0.9626691553896407,0.9495972382048331,2006,139,80,2063
