epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.692372,0.266507,8.063152,0.275420,0.843309,0.832566,0.743590,0.770629,0.756868,1573,570,492,1653
2,4.483505,0.259663,7.902421,0.040651,0.941419,0.935547,0.859569,0.874416,0.866929,1840,306,269,1873
3,5.254949,0.719213,8.311353,0.720116,0.402170,0.421219,0.453886,0.495571,0.473813,864,1279,1082,1063
4,5.206183,0.692217,8.257090,0.706572,0.501845,0.504348,0.494107,0.488578,0.491327,1070,1073,1097,1048
5,5.215787,0.691311,8.255796,0.728018,0.509608,0.506627,0.504885,0.530070,0.517171,1028,1115,1008,1137
6,5.229020,0.695221,8.297605,0.704975,0.492769,0.496456,0.496116,0.445996,0.469723,1167,973,1190,958
7,5.245856,0.695130,8.312787,0.722029,0.488013,0.488250,0.493522,0.568298,0.528277,892,1251,926,1219
8,5.231401,0.683796,8.322363,0.692787,0.504094,0.501292,0.497670,0.547530,0.521411,956,1186,971,1175
9,5.218401,0.688830,8.294221,0.693212,0.493765,0.491761,0.500270,0.431966,0.463616,1216,926,1219,927
10,5.231174,0.695658,8.314715,0.690069,0.478174,0.481387,0.479598,0.378441,0.423057,1265,880,1332,811
