epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.602554,0.395189,7.985972,0.064869,0.889102,0.883377,0.790976,0.801680,0.796292,1691,454,425,1718
2,4.540228,0.376139,7.927493,0.021689,0.942964,0.936661,0.862727,0.885674,0.874050,1843,302,245,1898
3,5.248583,0.704307,8.309753,0.722560,0.446064,0.447249,0.462679,0.450396,0.456455,1018,1123,1180,967
4,5.232697,0.692012,8.305134,0.706936,0.491542,0.491274,0.491989,0.486940,0.489451,1066,1078,1100,1044
5,5.240987,0.692237,8.318966,0.708099,0.489370,0.489819,0.484609,0.513753,0.498755,971,1172,1043,1102
6,5.234013,0.689459,8.317491,0.698273,0.499054,0.493546,0.503039,0.501866,0.502452,1081,1063,1068,1076
7,5.231669,0.680922,8.320487,0.697973,0.491038,0.487914,0.494371,0.471082,0.482446,1111,1033,1134,1010
8,5.243343,0.708360,8.315434,0.702183,0.491057,0.485853,0.500222,0.525187,0.512400,1019,1125,1018,1126
9,5.239657,0.705385,8.316033,0.696831,0.487267,0.486491,0.490991,0.509346,0.500000,1018,1130,1050,1090
10,5.237358,0.695291,8.317050,0.700198,0.461784,0.468341,0.474339,0.426972,0.449411,1131,1014,1228,915
