epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.655858,0.343448,8.050967,0.146548,0.908053,0.894097,0.816563,0.855410,0.835535,1732,412,310,1834
2,4.557683,0.377828,7.951707,0.028442,0.949303,0.945208,0.865604,0.886608,0.875980,1850,295,243,1900
3,5.172507,0.699771,8.166107,0.732501,0.446156,0.453292,0.470664,0.509337,0.489238,919,1227,1051,1091
4,5.218789,0.729459,8.252400,0.703424,0.486856,0.489660,0.496897,0.485089,0.490922,1088,1054,1105,1041
5,5.221786,0.693635,8.288457,0.701996,0.496921,0.492615,0.493251,0.409049,0.447221,1243,901,1267,877
6,5.227580,0.691276,8.304825,0.697705,0.487430,0.484565,0.493943,0.512809,0.503199,1013,1128,1046,1101
7,5.231876,0.701073,8.305732,0.696481,0.494289,0.491103,0.501025,0.683450,0.578190,683,1460,679,1466
8,5.226820,0.695578,8.307292,0.689599,0.492989,0.490921,0.491903,0.566698,0.526658,889,1255,929,1215
9,5.232745,0.695574,8.311933,0.696346,0.485313,0.490315,0.491051,0.499300,0.495141,1036,1109,1073,1070
10,5.222788,0.692567,8.315825,0.674858,0.497155,0.498185,0.499321,0.514699,0.506893,1039,1106,1040,1103
