epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.572680,0.377388,7.953706,0.056633,0.895653,0.887996,0.800000,0.795147,0.797566,1719,426,439,1704
2,4.558781,0.404598,7.935547,0.024321,0.948361,0.941438,0.866577,0.900140,0.883040,1848,297,214,1929
3,5.122207,0.698468,8.078526,0.729413,0.431821,0.448219,0.445358,0.428971,0.437011,994,1147,1226,921
4,5.209498,0.692438,8.272268,0.696308,0.495132,0.491043,0.499750,0.465485,0.482009,1145,999,1146,998
5,5.232634,0.692595,8.309461,0.701524,0.489964,0.492757,0.494321,0.547786,0.519682,941,1202,970,1175
6,5.230635,0.689188,8.313019,0.696680,0.500248,0.493811,0.499763,0.491138,0.495413,1090,1054,1091,1053
7,5.227960,0.678905,8.316572,0.696676,0.493507,0.488639,0.492560,0.463153,0.477404,1121,1023,1151,993
8,5.239761,0.708938,8.315620,0.694296,0.494174,0.490251,0.498136,0.498601,0.498368,1067,1077,1075,1069
9,5.239816,0.708200,8.315682,0.695000,0.493985,0.492409,0.494780,0.509346,0.501957,1035,1113,1050,1090
10,5.227664,0.692933,8.306857,0.694144,0.474970,0.481235,0.479576,0.443770,0.460979,1113,1032,1192,951
