epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.614675,0.243100,6.912154,0.074096,0.914968,0.906433,0.815581,0.863869,0.839031,1724,419,292,1853
2,3.519975,0.366860,6.665559,0.007531,0.949438,0.942898,0.871448,0.901540,0.886239,1860,285,211,1932
3,3.381610,0.397260,6.362062,0.003898,0.958576,0.954677,0.877486,0.904473,0.890776,1871,271,205,1941
4,3.334835,0.260002,6.406336,0.003331,0.957351,0.950741,0.875281,0.907987,0.891334,1870,277,197,1944
5,3.144218,0.122700,6.162788,0.002948,0.962900,0.959190,0.882117,0.924476,0.902800,1878,265,162,1983
6,3.047250,0.261555,5.828337,0.004609,0.965368,0.959416,0.887896,0.927671,0.907348,1894,251,155,1988
7,3.172133,0.234403,6.098898,0.010965,0.968294,0.964188,0.896336,0.935634,0.915564,1912,232,138,2006
8,2.923787,0.116169,5.729789,0.001615,0.971552,0.966727,0.905677,0.944963,0.924903,1933,211,118,2026
9,2.914522,0.263867,5.563209,0.001970,0.975958,0.972276,0.912304,0.951026,0.931263,1948,196,105,2039
10,2.686467,0.117065,5.254178,0.001690,0.979286,0.976025,0.919982,0.950047,0.934773,1969,177,107,2035
