epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.636110,0.286739,6.916986,0.068495,0.902887,0.898790,0.819820,0.848485,0.833906,1743,400,325,1820
2,3.554060,0.278337,6.820286,0.009497,0.951035,0.947580,0.874481,0.884274,0.879350,1873,272,248,1895
3,3.321565,0.314419,6.323007,0.005704,0.952671,0.947529,0.876993,0.897854,0.887301,1874,270,219,1925
4,3.289761,0.202633,6.367244,0.009643,0.957087,0.953252,0.875965,0.897997,0.886845,1868,273,219,1928
5,3.157604,0.190979,6.119532,0.004697,0.960544,0.957536,0.886013,0.910406,0.898044,1894,251,192,1951
6,3.059558,0.281208,5.833911,0.003997,0.962746,0.960315,0.882485,0.913753,0.897847,1882,261,185,1960
7,2.935843,0.229175,5.637670,0.004841,0.967051,0.964796,0.887787,0.917987,0.902635,1893,249,176,1970
8,2.898385,0.365570,5.428481,0.002719,0.969858,0.967274,0.892873,0.928671,0.910420,1904,239,153,1992
9,2.768345,0.144150,5.388361,0.004180,0.967262,0.964550,0.886649,0.923472,0.904686,1892,253,164,1979
10,2.727777,0.221037,5.231604,0.002914,0.974272,0.971375,0.897950,0.940271,0.918623,1916,229,128,2015
