epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.720917,0.441411,6.919276,0.081147,0.901031,0.894993,0.820741,0.815385,0.818054,1761,382,396,1749
2,3.561676,0.211499,6.903141,0.008711,0.953332,0.949026,0.880074,0.891172,0.885588,1887,260,233,1908
3,3.446737,0.233862,6.654472,0.005140,0.959484,0.955185,0.881735,0.900233,0.890888,1884,259,214,1931
4,3.476922,0.339928,6.607853,0.006062,0.958549,0.953602,0.884984,0.904384,0.894579,1892,252,205,1939
5,3.405275,0.291870,6.509447,0.009233,0.965870,0.962403,0.893364,0.910873,0.902033,1912,233,191,1952
6,3.168982,0.185786,6.149786,0.002392,0.968522,0.965394,0.893068,0.919310,0.905999,1908,236,173,1971
7,3.216324,0.219097,6.209879,0.003673,0.970489,0.965952,0.896754,0.928138,0.912176,1916,229,154,1989
8,3.010254,0.108264,5.908020,0.004223,0.973226,0.969899,0.903124,0.930070,0.916399,1929,214,150,1995
9,3.036757,0.235103,5.835948,0.002464,0.974650,0.971231,0.903430,0.933769,0.918349,1930,214,142,2002
10,2.982005,0.126212,5.835999,0.001800,0.978186,0.975684,0.914545,0.938433,0.926335,1956,188,132,2012
