epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.704701,0.415797,6.918212,0.075394,0.894033,0.886457,0.818268,0.806437,0.812309,1760,384,415,1729
2,3.548155,0.277468,6.810145,0.008696,0.951069,0.944369,0.868623,0.898645,0.883379,1856,291,217,1924
3,3.430151,0.291264,6.564349,0.004688,0.958764,0.954221,0.879945,0.901678,0.890679,1878,264,211,1935
4,3.363476,0.214074,6.507085,0.005793,0.960530,0.956258,0.880750,0.918919,0.899430,1875,267,174,1972
5,3.320964,0.289912,6.347718,0.004297,0.964085,0.960927,0.881016,0.922969,0.901505,1879,267,165,1977
6,3.295274,0.258945,6.327186,0.004418,0.965430,0.962702,0.879204,0.927205,0.902566,1872,273,156,1987
7,3.186038,0.262053,6.105655,0.004366,0.967568,0.964353,0.888790,0.929907,0.908883,1899,249,150,1990
8,3.062823,0.171994,5.950742,0.002910,0.971814,0.969165,0.888791,0.938928,0.913172,1891,252,131,2014
9,2.970808,0.213123,5.725011,0.003481,0.975626,0.972659,0.908968,0.940765,0.924593,1942,202,127,2017
10,2.974075,0.310255,5.634993,0.002902,0.976559,0.972623,0.909009,0.941231,0.924840,1942,202,126,2018
