epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.647147,0.309858,6.918845,0.065591,0.907183,0.899384,0.810637,0.825397,0.817950,1733,413,374,1768
2,3.538158,0.276557,6.791508,0.008251,0.949733,0.943515,0.871174,0.889044,0.880018,1861,282,238,1907
3,3.359970,0.261696,6.454936,0.003307,0.957799,0.953574,0.878093,0.910448,0.893978,1873,271,192,1952
4,3.330660,0.357908,6.300423,0.002989,0.960418,0.956275,0.881478,0.911888,0.896425,1880,263,189,1956
5,3.276963,0.321522,6.229595,0.002809,0.961988,0.958470,0.880415,0.911256,0.895570,1882,265,190,1951
6,3.149986,0.203639,6.094052,0.002281,0.965966,0.963129,0.882691,0.930037,0.905746,1879,265,150,1994
7,3.053551,0.264746,5.837800,0.004557,0.966851,0.962058,0.891674,0.928671,0.909797,1901,242,153,1992
8,2.996759,0.087478,5.902121,0.003919,0.971055,0.967928,0.897768,0.937092,0.917009,1913,229,135,2011
9,2.997180,0.248526,5.743947,0.001888,0.971851,0.968481,0.897105,0.939804,0.917958,1914,231,129,2014
10,2.915319,0.178737,5.650344,0.001557,0.974553,0.970629,0.905315,0.945429,0.924937,1932,212,117,2027
