epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.653039,0.277165,8.036681,0.216281,0.853485,0.851197,0.742273,0.761305,0.751669,1576,567,512,1633
2,4.438176,0.280866,7.820825,0.020666,0.943817,0.935255,0.864803,0.880952,0.872803,1851,295,255,1887
3,5.235783,0.732616,8.271351,0.713725,0.400050,0.428666,0.423040,0.412587,0.417748,936,1207,1260,885
4,5.234286,0.692223,8.309336,0.705302,0.511516,0.508433,0.509326,0.496503,0.502833,1117,1026,1080,1065
5,5.233901,0.690242,8.309882,0.705713,0.507492,0.503110,0.503753,0.531935,0.517460,1019,1124,1004,1141
6,5.234810,0.697196,8.317679,0.692697,0.492873,0.496980,0.498578,0.489758,0.494129,1082,1058,1096,1052
7,5.236306,0.694499,8.317149,0.698698,0.483920,0.485533,0.488102,0.430303,0.457384,1175,968,1222,923
8,5.226176,0.684254,8.319576,0.684989,0.505504,0.504100,0.499786,0.544268,0.521080,973,1169,978,1168
9,5.215515,0.690238,8.313906,0.664519,0.505206,0.504378,0.511956,0.389096,0.442150,1346,796,1311,835
10,5.189293,0.666975,8.317426,0.629140,0.526232,0.514085,0.512263,0.516566,0.514405,1091,1054,1036,1107
