epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.581224,0.391865,7.958801,0.055088,0.895842,0.888234,0.799163,0.802147,0.800652,1713,432,424,1719
2,4.537477,0.362487,7.931790,0.023745,0.947950,0.940209,0.862054,0.901073,0.881132,1836,309,212,1931
3,5.245142,0.696491,8.297802,0.735860,0.421123,0.435814,0.450905,0.382860,0.414106,1140,1001,1325,822
4,5.241239,0.691688,8.317516,0.710690,0.499231,0.497593,0.505814,0.486940,0.496198,1124,1020,1100,1044
5,5.235229,0.689983,8.316673,0.701131,0.483603,0.491070,0.491645,0.521212,0.505997,987,1156,1027,1118
6,5.234538,0.689284,8.317770,0.699173,0.498167,0.493167,0.497051,0.432369,0.462459,1206,938,1217,927
7,5.228467,0.675010,8.318776,0.698772,0.501371,0.496407,0.499523,0.488806,0.494107,1094,1050,1096,1048
8,5.244128,0.708791,8.318851,0.699608,0.501968,0.499257,0.498290,0.475746,0.486757,1117,1027,1124,1020
9,5.236114,0.707786,8.308645,0.695711,0.491038,0.493023,0.491397,0.453738,0.471817,1143,1005,1169,971
10,5.235011,0.693377,8.319198,0.694864,0.474784,0.479793,0.484678,0.442837,0.462814,1136,1009,1194,949
