epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.709405,0.438098,8.078270,0.138425,0.839139,0.836161,0.750480,0.729818,0.740005,1625,520,579,1564
2,4.529179,0.286839,7.967020,0.036481,0.946130,0.935375,0.864816,0.901119,0.882595,1842,302,212,1932
3,5.229043,0.696602,8.281939,0.721013,0.428981,0.439454,0.461568,0.562442,0.507036,734,1408,939,1207
4,5.247613,0.712302,8.314765,0.707912,0.491829,0.495711,0.497668,0.497900,0.497784,1068,1077,1076,1067
5,5.232171,0.694292,8.313847,0.694247,0.495631,0.494214,0.495558,0.468721,0.481766,1124,1022,1138,1004
6,5.244355,0.693104,8.324333,0.708149,0.496643,0.497050,0.499600,0.582284,0.537783,892,1251,896,1249
7,5.233045,0.696937,8.317221,0.689903,0.496326,0.500040,0.499285,0.488340,0.493751,1094,1050,1097,1047
8,5.229219,0.693538,8.321327,0.680793,0.499687,0.499115,0.495973,0.489024,0.492474,1083,1064,1094,1047
9,5.225971,0.695048,8.319653,0.674780,0.482754,0.487139,0.493304,0.635728,0.555533,744,1400,781,1363
10,5.210857,0.691738,8.318422,0.648885,0.500906,0.504444,0.494797,0.442944,0.467437,1170,971,1196,951
