epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.714293,0.438229,8.075701,0.150910,0.818605,0.813999,0.733520,0.732151,0.732835,1575,570,574,1569
2,4.494659,0.272101,7.910454,0.042928,0.939463,0.933428,0.855982,0.884328,0.869924,1825,319,248,1896
3,5.247463,0.696660,8.306307,0.730994,0.439641,0.444349,0.467436,0.528425,0.496063,850,1292,1012,1134
4,5.244187,0.717062,8.312782,0.698959,0.490972,0.495640,0.493025,0.478301,0.485552,1091,1054,1118,1025
5,5.233407,0.695428,8.314018,0.695509,0.500111,0.500333,0.505245,0.539683,0.521896,1014,1132,986,1156
6,5.235825,0.693126,8.313569,0.702911,0.503093,0.502061,0.503218,0.583217,0.540272,908,1235,894,1251
7,5.235634,0.697472,8.311937,0.700412,0.497445,0.500888,0.496651,0.484142,0.490316,1092,1052,1106,1038
8,5.236340,0.692818,8.318927,0.698323,0.499222,0.496892,0.492256,0.475012,0.483480,1098,1049,1124,1017
9,5.236830,0.694303,8.319633,0.697191,0.479929,0.483394,0.490656,0.624534,0.549559,754,1390,805,1339
10,5.232443,0.691438,8.316133,0.694845,0.491284,0.494149,0.497309,0.430368,0.461423,1207,934,1223,924
