epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.678975,0.366441,8.048475,0.174830,0.900180,0.891160,0.797095,0.844683,0.820199,1683,461,333,1811
2,4.524864,0.316517,7.939630,0.031269,0.945786,0.944013,0.867950,0.883341,0.875578,1857,288,250,1893
3,5.238585,0.701206,8.297806,0.718499,0.433024,0.446535,0.452471,0.444444,0.448422,994,1152,1190,952
4,5.215628,0.720837,8.254076,0.703019,0.492163,0.491702,0.497949,0.452470,0.474121,1163,979,1175,971
5,5.232427,0.693434,8.311325,0.698305,0.498834,0.494974,0.496025,0.436567,0.464401,1193,951,1208,936
6,5.234735,0.691902,8.315681,0.699507,0.494775,0.492978,0.494787,0.574755,0.531782,881,1260,913,1234
7,5.237710,0.699609,8.317417,0.696613,0.495703,0.497456,0.501053,0.665268,0.571600,722,1421,718,1427
8,5.232464,0.695775,8.312377,0.695117,0.493702,0.495564,0.492799,0.590485,0.537237,841,1303,878,1266
9,5.224106,0.695415,8.297178,0.695444,0.483621,0.491198,0.491694,0.483434,0.487529,1074,1071,1107,1036
10,5.224703,0.693696,8.299621,0.695498,0.494999,0.496712,0.493406,0.506300,0.499770,1031,1114,1058,1085
