epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,1.616282,0.347627,7.731808,0.000659,0.836157,0.830346,0.730509,0.756063,0.743067,1546,598,523,1621
2,1.402544,0.448881,6.562048,0.000597,0.924293,0.912709,0.840807,0.874534,0.857339,1789,355,269,1875
3,1.529364,0.110732,7.535943,0.000048,0.925270,0.910155,0.847411,0.870742,0.858918,1809,336,277,1866
4,1.696309,0.174234,8.307309,0.000000,0.936962,0.932879,0.856816,0.873601,0.865127,1831,313,271,1873
5,1.682057,0.133593,8.272879,0.001272,0.945530,0.938703,0.867333,0.890392,0.878711,1852,292,235,1909
6,1.672100,0.098065,8.262433,0.000000,0.949537,0.944759,0.863452,0.893657,0.878295,1841,303,228,1916
7,1.693445,0.169980,8.297243,0.000000,0.953366,0.948894,0.878304,0.897950,0.888018,1875,267,219,1927
8,1.688886,0.143232,8.301199,0.000000,0.954535,0.948718,0.876582,0.904806,0.890471,1872,273,204,1939
9,1.692356,0.154591,8.307189,0.000000,0.957342,0.952774,0.876349,0.909473,0.892604,1870,275,194,1949
10,1.714189,0.266325,8.304621,0.000000,0.950558,0.944079,0.862084,0.907563,0.884239,1835,311,198,1944
11,1.712814,0.267674,8.296395,0.000000,0.954762,0.948609,0.869507,0.913287,0.890859,1849,294,186,1959
12,1.666021,0.150376,8.179727,0.000000,0.957569,0.952580,0.871738,0.919739,0.895095,1855,290,172,1971
13,1.683730,0.274444,8.144209,0.000000,0.957276,0.951651,0.874501,0.920205,0.896771,1862,283,171,1972
14,1.691940,0.264351,8.195350,0.000000,0.956373,0.951857,0.873072,0.923113,0.897395,1854,288,165,1981
15,1.645849,0.078448,8.150647,0.000050,0.956831,0.950658,0.871919,0.923974,0.897192,1853,291,163,1981
16,1.696447,0.211448,8.270573,0.000071,0.958406,0.952414,0.866957,0.929171,0.896986,1836,306,152,1994
17,1.722463,0.337282,8.275034,0.000000,0.960051,0.954484,0.869171,0.938462,0.902488,1840,303,132,2013
18,1.713768,0.346870,8.221813,0.000053,0.958800,0.953973,0.864713,0.935664,0.898791,1829,314,138,2007
19,1.710532,0.243737,8.308923,0.000000,0.955321,0.948819,0.859469,0.935634,0.895936,1816,328,138,2006
20,1.711051,0.308385,8.246872,0.000000,0.961379,0.956589,0.868398,0.936945,0.901370,1843,304,135,2006
21,1.729532,0.419600,8.228006,0.000018,0.957731,0.951366,0.864691,0.938462,0.900067,1828,315,132,2013
22,1.650328,0.175565,8.076075,0.000000,0.962247,0.957316,0.877247,0.934174,0.904816,1866,280,141,2001
23,1.633972,0.275139,7.894719,0.000000,0.962119,0.957260,0.872918,0.929104,0.900136,1854,290,152,1992
24,1.613440,0.238906,7.828214,0.000027,0.961733,0.956442,0.866322,0.938347,0.900897,1837,310,132,2009
25,1.596035,0.160710,7.818566,0.000300,0.962915,0.957970,0.870035,0.939832,0.903587,1843,301,129,2015
26,1.610429,0.229903,7.813610,0.002878,0.962842,0.958755,0.871528,0.937004,0.903081,1849,296,135,2008
27,1.629997,0.359359,7.790604,0.000008,0.963275,0.958451,0.872038,0.944911,0.907013,1849,297,118,2024
28,1.565154,0.109290,7.716478,0.000000,0.964570,0.959592,0.873499,0.950093,0.910188,1849,295,107,2037
29,1.555400,0.067868,7.709134,0.000000,0.967245,0.963574,0.874893,0.952425,0.912014,1852,292,102,2042
30,1.565737,0.085648,7.742835,0.000067,0.966343,0.960738,0.868942,0.960857,0.912591,1831,311,84,2062
31,1.630621,0.443918,7.709159,0.000010,0.964796,0.960300,0.871784,0.947786,0.908197,1844,299,112,2033
32,1.616199,0.235525,7.845463,0.000002,0.969547,0.966308,0.880706,0.953825,0.915808,1867,277,99,2045
33,1.514513,0.173525,7.399039,0.000000,0.969771,0.965954,0.882556,0.953803,0.916797,1873,272,99,2044
34,1.497770,0.188561,7.299343,0.000316,0.969751,0.966085,0.880952,0.950047,0.914196,1871,275,107,2035
35,1.513136,0.243166,7.317792,0.001574,0.969376,0.965689,0.881969,0.943616,0.911751,1871,271,121,2025
36,1.413232,0.049338,7.016717,0.000035,0.971029,0.966692,0.883240,0.957049,0.918665,1875,271,92,2050
37,1.408937,0.052979,6.991648,0.000020,0.969853,0.965369,0.885217,0.950070,0.916498,1881,264,107,2036
38,1.398952,0.179853,6.814650,0.000085,0.970798,0.966967,0.886760,0.949627,0.917117,1884,260,108,2036
39,1.413768,0.188010,6.880681,0.000050,0.970869,0.967092,0.889373,0.953315,0.920234,1892,254,100,2042
40,1.441666,0.159936,7.048377,0.000006,0.971552,0.967709,0.885615,0.953803,0.918445,1881,264,99,2044
41,1.385327,0.113722,6.812849,0.000021,0.973350,0.969317,0.892997,0.958003,0.924358,1899,246,90,2053
42,1.364246,0.027674,6.793382,0.000057,0.973517,0.969463,0.895354,0.962203,0.927575,1904,241,81,2062
43,1.361626,0.226774,6.581234,0.000040,0.970765,0.966586,0.889278,0.948646,0.918003,1893,253,110,2032
44,1.397232,0.400416,6.585686,0.000019,0.972915,0.969040,0.897842,0.950140,0.923251,1910,232,107,2039
45,1.327933,0.189257,6.449719,0.000230,0.972258,0.968763,0.896871,0.950047,0.922693,1912,234,107,2035
46,1.337836,0.271742,6.417130,0.000103,0.970657,0.966881,0.890052,0.951937,0.919955,1893,252,103,2040
47,1.265446,0.069131,6.258077,0.000008,0.973481,0.969376,0.896218,0.951447,0.923007,1910,236,104,2038
48,1.264980,0.137064,6.187536,0.000100,0.974893,0.970843,0.902870,0.954270,0.927858,1925,220,98,2045
49,1.221499,0.072997,6.034365,0.000044,0.970434,0.965969,0.893953,0.951937,0.922034,1903,242,103,2040
50,1.284703,0.253374,6.170123,0.000007,0.972351,0.968581,0.895105,0.955224,0.924188,1904,240,96,2048
