epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.638280,0.293868,6.918782,0.063911,0.910178,0.902351,0.811813,0.827731,0.819695,1735,411,369,1773
2,3.562592,0.309657,6.808133,0.007394,0.952546,0.946268,0.877971,0.895571,0.886684,1876,267,224,1921
3,3.362484,0.251594,6.470149,0.003226,0.958897,0.954117,0.877068,0.915112,0.895686,1869,275,182,1962
4,3.322495,0.307183,6.334722,0.003084,0.962365,0.958292,0.879750,0.917483,0.898220,1874,269,177,1968
5,3.227747,0.292963,6.159995,0.002537,0.961240,0.955672,0.881113,0.917328,0.898856,1882,265,177,1964
6,3.150956,0.203465,6.096323,0.002125,0.966774,0.964158,0.883452,0.926306,0.904372,1882,262,158,1986
7,3.055403,0.241452,5.865548,0.003807,0.968680,0.964207,0.894643,0.934266,0.914025,1907,236,141,2004
8,2.988344,0.101641,5.872086,0.002961,0.973835,0.971253,0.902013,0.939422,0.920338,1923,219,130,2016
9,3.081161,0.242065,5.916865,0.003392,0.976442,0.973222,0.908725,0.947737,0.927821,1941,204,112,2031
10,2.917131,0.201341,5.630962,0.001959,0.977228,0.973292,0.910354,0.947295,0.928457,1944,200,113,2031
