epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.716326,0.436902,6.918433,0.077317,0.903803,0.896619,0.823803,0.826107,0.824953,1764,379,373,1772
2,3.563281,0.221831,6.897536,0.007196,0.955000,0.949817,0.884705,0.888837,0.886766,1899,248,238,1903
3,3.415950,0.206082,6.621809,0.004008,0.961297,0.957226,0.889193,0.909091,0.899032,1900,243,195,1950
4,3.599617,0.361764,6.828661,0.008809,0.960887,0.955913,0.881740,0.907649,0.894507,1883,261,198,1946
5,3.370498,0.284245,6.450400,0.006352,0.967634,0.964577,0.897541,0.919739,0.908504,1920,225,172,1971
6,3.266371,0.194874,6.334412,0.003458,0.970334,0.967254,0.900635,0.925840,0.913063,1925,219,159,1985
7,3.144140,0.171627,6.113473,0.003179,0.973376,0.969740,0.908307,0.933738,0.920847,1943,202,142,2001
8,3.078785,0.115600,6.038786,0.003184,0.976160,0.973180,0.908303,0.928205,0.918146,1942,201,154,1991
9,3.009811,0.210335,5.806863,0.002424,0.978797,0.975394,0.913731,0.943563,0.928408,1953,191,121,2023
10,2.928675,0.121972,5.733114,0.002264,0.981089,0.978656,0.920779,0.948694,0.934528,1969,175,110,2034
