epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.634940,0.285059,6.916944,0.067877,0.905193,0.900906,0.817372,0.855478,0.835991,1733,410,310,1835
2,3.563638,0.309708,6.808983,0.008585,0.952426,0.949066,0.876322,0.889407,0.882816,1876,269,237,1906
3,3.307967,0.303631,6.307589,0.004714,0.955274,0.950566,0.877960,0.899254,0.888479,1876,268,216,1928
4,3.194960,0.179426,6.191620,0.018873,0.960268,0.956460,0.885937,0.900792,0.893303,1892,249,213,1934
5,3.031292,0.173694,5.884511,0.004378,0.964055,0.960762,0.888437,0.917872,0.902915,1898,247,176,1967
6,3.010173,0.232996,5.783936,0.003414,0.968664,0.965825,0.890429,0.928205,0.908925,1898,245,154,1991
7,2.939286,0.215746,5.659951,0.002876,0.972099,0.969116,0.899550,0.930568,0.914796,1919,223,149,1997
8,2.912538,0.382011,5.439879,0.003187,0.974280,0.971069,0.901114,0.943124,0.921640,1921,222,122,2023
9,2.693732,0.114333,5.269394,0.003736,0.972836,0.969273,0.897184,0.936538,0.916438,1915,230,136,2007
10,2.648642,0.209126,5.085565,0.002594,0.977970,0.975097,0.908766,0.948203,0.928066,1941,204,111,2032
