epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.676429,0.359927,6.919004,0.073927,0.900405,0.893402,0.826108,0.808769,0.817346,1779,365,410,1734
2,3.556791,0.278362,6.827766,0.007453,0.952851,0.946228,0.873030,0.905652,0.889042,1865,282,202,1939
3,3.442098,0.279978,6.600355,0.003864,0.960807,0.956522,0.885104,0.908201,0.896504,1889,253,197,1949
4,3.328879,0.205641,6.447587,0.004529,0.962225,0.957720,0.883929,0.922647,0.902873,1882,260,166,1980
5,3.285312,0.265242,6.300528,0.004854,0.964804,0.961586,0.888439,0.922035,0.904926,1898,248,167,1975
6,3.266691,0.238989,6.291143,0.003251,0.967693,0.965108,0.884327,0.934671,0.908802,1883,262,140,2003
7,3.273430,0.279949,6.261870,0.005042,0.971772,0.968561,0.899281,0.934579,0.916590,1924,224,140,2000
8,3.134472,0.188627,6.077838,0.002479,0.975103,0.972336,0.896110,0.944988,0.919900,1908,235,118,2027
9,3.110444,0.190844,6.027341,0.002703,0.977980,0.974836,0.918432,0.950560,0.934220,1963,181,106,2038
10,3.040737,0.317158,5.762197,0.002118,0.980454,0.978207,0.912108,0.948694,0.930041,1948,196,110,2034
