epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.493757,0.282620,7.864584,0.082112,0.812431,0.814677,0.689006,0.733333,0.710479,1433,710,572,1573
2,4.312827,0.170502,7.681111,0.022979,0.949271,0.942311,0.868196,0.899767,0.883700,1850,293,215,1930
3,4.349984,0.229607,7.701668,0.021486,0.953411,0.946626,0.872083,0.906673,0.889041,1860,285,200,1943
4,4.172154,0.180012,7.426612,0.013024,0.957313,0.950512,0.876178,0.911339,0.893413,1869,276,190,1953
5,4.552195,0.298937,8.027474,0.005124,0.959408,0.949696,0.871139,0.921569,0.895644,1854,292,168,1974
6,4.489026,0.232670,7.963769,0.008503,0.967575,0.964175,0.888789,0.924009,0.906057,1895,248,163,1982
7,4.426776,0.159146,7.907754,0.011790,0.969034,0.965411,0.895516,0.931002,0.912914,1910,233,148,1997
8,4.399399,0.178876,7.845789,0.007442,0.975109,0.971349,0.904079,0.941204,0.922268,1931,214,126,2017
9,4.296206,0.092826,7.724161,0.012292,0.978668,0.975588,0.917974,0.954334,0.935801,1959,183,98,2048
10,4.326874,0.201808,7.676800,0.027641,0.981965,0.978274,0.924494,0.959422,0.941634,1976,168,87,2057
