epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.412992,0.305929,7.742282,0.034137,0.820787,0.822488,0.734834,0.701541,0.717802,1605,542,639,1502
2,4.375786,0.366943,7.644185,0.012720,0.942473,0.932942,0.859396,0.889459,0.874169,1832,312,237,1907
3,4.280368,0.248634,7.569153,0.010898,0.954910,0.949572,0.867556,0.910448,0.888484,1846,298,192,1952
4,4.085316,0.127196,7.313082,0.011766,0.954478,0.946140,0.869739,0.914725,0.891665,1848,294,183,1963
5,4.327389,0.226985,7.672565,0.010670,0.960341,0.955270,0.878060,0.919814,0.898452,1869,274,172,1973
6,4.429282,0.200428,7.880816,0.009281,0.951179,0.945304,0.861871,0.909641,0.885112,1828,313,194,1953
7,4.361084,0.307483,7.668631,0.009939,0.962488,0.956750,0.876808,0.933271,0.904159,1864,281,143,2000
8,4.432106,0.212224,7.878855,0.006470,0.966234,0.962361,0.887550,0.929439,0.908012,1896,252,151,1989
9,4.482826,0.168995,8.002322,0.011002,0.971661,0.965450,0.905018,0.943484,0.923851,1935,212,121,2020
10,4.461102,0.177717,7.959837,0.006438,0.976454,0.972480,0.915094,0.949650,0.932052,1954,189,108,2037
