epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.463961,0.249245,7.869445,0.047213,0.825099,0.825033,0.729730,0.730070,0.729900,1563,580,579,1566
2,4.459671,0.483814,7.696047,0.018256,0.945542,0.939022,0.870023,0.887488,0.878669,1862,284,241,1901
3,4.289227,0.293076,7.542714,0.017699,0.954309,0.947306,0.872274,0.915033,0.893142,1859,287,182,1960
4,4.385500,0.220983,7.779419,0.014754,0.942983,0.931045,0.859445,0.895522,0.877113,1830,314,224,1920
5,4.351132,0.114114,7.806532,0.012377,0.959123,0.953678,0.876718,0.922108,0.898841,1866,278,167,1977
6,4.393457,0.218729,7.800787,0.009192,0.961610,0.956738,0.878188,0.931437,0.904029,1867,277,147,1997
7,4.326271,0.176961,7.690423,0.033812,0.964268,0.959100,0.877836,0.937995,0.906919,1863,280,133,2012
8,4.423953,0.126358,7.931867,0.009130,0.966026,0.961872,0.890320,0.933861,0.911571,1894,247,142,2005
9,4.380482,0.167763,7.818812,0.009283,0.970181,0.964437,0.896323,0.943563,0.919337,1910,234,121,2023
10,4.404715,0.258406,7.788155,0.009895,0.975475,0.971366,0.905459,0.950606,0.927484,1929,213,106,2040
