epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.703475,0.460057,8.053469,0.134083,0.765449,0.767464,0.686097,0.670089,0.677998,1488,657,707,1436
2,4.505743,0.261089,7.947193,0.034594,0.914660,0.909526,0.840297,0.844216,0.842252,1800,344,334,1810
3,5.235089,0.695181,8.310307,0.703179,0.494903,0.483224,0.502832,0.579217,0.538328,913,1229,903,1243
4,5.249042,0.713383,8.327512,0.695776,0.492871,0.497338,0.494732,0.460103,0.476789,1138,1007,1157,986
5,5.223924,0.694800,8.294908,0.698131,0.497637,0.495235,0.498651,0.517740,0.508016,1031,1115,1033,1109
6,5.231408,0.693434,8.316068,0.691051,0.502645,0.501236,0.497787,0.576690,0.534341,895,1248,908,1237
7,5.227207,0.697690,8.307799,0.687913,0.499025,0.501583,0.496329,0.472948,0.484356,1115,1029,1130,1014
8,5.226991,0.692368,8.312742,0.686836,0.500012,0.496275,0.500467,0.500701,0.500584,1077,1070,1069,1072
9,5.217523,0.697694,8.314347,0.661339,0.485989,0.488829,0.492308,0.597015,0.539629,824,1320,864,1280
10,5.209136,0.691420,8.304175,0.661401,0.502630,0.506109,0.499753,0.470424,0.484645,1130,1011,1137,1010
