epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.703538,0.496332,8.096863,0.053828,0.817554,0.818314,0.719190,0.762127,0.740036,1506,638,510,1634
2,4.527753,0.267149,7.990498,0.025524,0.917505,0.914770,0.831235,0.831623,0.831429,1782,362,361,1783
3,5.244847,0.717012,8.295974,0.718813,0.463860,0.473821,0.476838,0.441698,0.458596,1105,1039,1197,947
4,5.224603,0.697833,8.288789,0.703487,0.489631,0.490753,0.491653,0.425840,0.456386,1200,944,1231,913
5,5.226610,0.696903,8.300491,0.695465,0.494990,0.491875,0.489634,0.517965,0.503401,988,1157,1033,1110
6,5.230568,0.692458,8.315341,0.691049,0.492598,0.495422,0.498459,0.602982,0.545761,840,1302,852,1294
7,5.231342,0.708512,8.312586,0.681179,0.493894,0.491964,0.490415,0.429571,0.457981,1187,957,1223,921
8,5.203837,0.692994,8.284618,0.670900,0.495827,0.498231,0.499224,0.599534,0.544800,853,1290,859,1286
9,5.202567,0.685848,8.293063,0.665501,0.496139,0.496996,0.502407,0.535948,0.518636,1009,1137,994,1148
10,5.191453,0.649439,8.300116,0.668285,0.557118,0.568549,0.534945,0.474813,0.503089,1259,885,1126,1018
