epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,5.168105,0.350723,8.306884,0.569150,0.841685,0.834818,0.722530,0.851817,0.781865,1440,702,318,1828
2,5.072947,0.297739,8.291337,0.192981,0.945247,0.941644,0.868132,0.884328,0.876155,1856,288,248,1896
3,5.033437,0.371112,8.241167,0.072569,0.953537,0.951710,0.876959,0.887179,0.882039,1876,267,242,1903
4,4.963045,0.277161,8.165101,0.042758,0.960674,0.959170,0.888581,0.896455,0.892501,1903,241,222,1922
5,4.906098,0.245543,8.087525,0.022371,0.963861,0.962028,0.884158,0.901073,0.892535,1892,253,212,1931
6,4.877303,0.177817,8.063674,0.017675,0.968035,0.966467,0.889892,0.920205,0.904795,1901,244,171,1972
7,4.853596,0.188316,8.022870,0.011050,0.969815,0.967706,0.899362,0.919460,0.909300,1919,221,173,1975
8,4.863149,0.318787,7.995821,0.009495,0.972701,0.970807,0.898831,0.931500,0.914874,1917,225,147,1999
9,4.895430,0.136061,8.110743,0.008860,0.973697,0.971067,0.904977,0.932836,0.918695,1934,210,144,2000
10,4.729362,0.208328,7.807418,0.016226,0.977238,0.973859,0.918339,0.938899,0.928506,1965,179,131,2013
11,4.810585,0.272931,7.922958,0.011122,0.978969,0.976606,0.914711,0.945870,0.930030,1956,189,116,2027
12,4.872406,0.196766,8.052530,0.007675,0.980580,0.978041,0.917080,0.948718,0.932631,1959,184,110,2035
13,4.760518,0.077160,7.905772,0.008112,0.980551,0.977112,0.922657,0.946779,0.934562,1976,170,114,2028
14,4.734074,0.216194,7.816123,0.005805,0.983249,0.981390,0.924477,0.946878,0.935543,1976,166,114,2032
15,4.695556,0.259625,7.737121,0.006789,0.984512,0.982823,0.928959,0.957110,0.942824,1986,157,92,2053
16,4.683561,0.078910,7.778159,0.004416,0.987675,0.986223,0.939174,0.965920,0.952359,2012,134,73,2069
17,4.711286,0.071560,7.827344,0.002837,0.990346,0.989228,0.945025,0.970149,0.957422,2023,121,64,2080
18,4.651023,0.104348,7.715737,0.003554,0.990372,0.988852,0.946987,0.974813,0.960699,2027,117,54,2090
19,4.638104,0.119967,7.685515,0.014007,0.988682,0.987691,0.935236,0.962704,0.948771,2000,143,80,2065
