epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.712892,0.423603,8.054677,0.184396,0.794247,0.785357,0.694123,0.726807,0.710089,1456,687,586,1559
2,4.526542,0.372334,7.890248,0.038709,0.922391,0.917286,0.840930,0.844071,0.842498,1804,342,334,1808
3,5.156261,0.723516,8.133945,0.714020,0.433391,0.450478,0.459790,0.490443,0.474622,907,1236,1093,1052
4,5.146900,0.692075,8.170827,0.683021,0.510370,0.507780,0.515337,0.509091,0.512195,1116,1027,1053,1092
5,5.249353,0.691103,8.247009,0.805004,0.506965,0.505090,0.509768,0.523077,0.516337,1064,1079,1023,1122
6,5.265330,0.695504,8.275665,0.801474,0.492365,0.497542,0.496904,0.448324,0.471366,1165,975,1185,963
7,5.231470,0.695696,8.298494,0.708469,0.486683,0.487259,0.493126,0.501632,0.497342,1037,1106,1069,1076
8,5.204110,0.681625,8.297867,0.667104,0.505642,0.500813,0.504144,0.510252,0.507179,1065,1077,1051,1095
9,5.188340,0.690616,8.231906,0.700029,0.506773,0.506655,0.505853,0.382572,0.435659,1340,802,1325,821
10,5.199565,0.690256,8.246115,0.707172,0.486927,0.486762,0.499188,0.430238,0.462155,1220,925,1221,922
