epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.703474,0.495858,8.097209,0.053747,0.817593,0.818384,0.718750,0.761660,0.739583,1505,639,511,1633
2,4.526320,0.266622,7.988420,0.025419,0.917236,0.914452,0.832090,0.832090,0.832090,1784,360,360,1784
3,5.240270,0.721796,8.266752,0.737495,0.450366,0.462420,0.461538,0.444963,0.453099,1031,1113,1190,954
4,5.235532,0.699170,8.307525,0.703533,0.486849,0.479017,0.497544,0.472481,0.484689,1121,1023,1131,1013
5,5.221740,0.700305,8.271534,0.714519,0.488495,0.485649,0.491608,0.519365,0.505106,994,1151,1030,1113
6,5.215727,0.691575,8.274906,0.706640,0.489816,0.491645,0.488565,0.547530,0.516370,912,1230,971,1175
7,5.208993,0.715233,8.250132,0.699131,0.490807,0.487730,0.488235,0.425840,0.454908,1187,957,1231,913
8,5.233760,0.693492,8.302602,0.710516,0.492568,0.493344,0.495370,0.598601,0.542115,835,1308,861,1284
9,5.222916,0.688922,8.295608,0.700634,0.487946,0.489867,0.488609,0.470588,0.479429,1091,1055,1134,1008
10,5.228358,0.694809,8.309950,0.690442,0.485216,0.490117,0.472989,0.367537,0.413648,1266,878,1356,788
