epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.561698,0.345920,7.966732,0.048663,0.839832,0.826447,0.745134,0.750350,0.747733,1595,550,535,1608
2,4.530189,0.406403,7.892361,0.013019,0.932253,0.927164,0.842733,0.857676,0.850139,1802,343,305,1838
3,5.194281,0.687539,8.237376,0.708662,0.488996,0.487073,0.501357,0.516069,0.508607,1039,1102,1039,1108
4,5.231208,0.691046,8.307590,0.702126,0.489091,0.491264,0.490205,0.513526,0.501595,999,1145,1043,1101
5,5.198267,0.693006,8.247924,0.700112,0.494436,0.496824,0.497680,0.550117,0.522586,952,1191,965,1180
6,5.224928,0.688897,8.311233,0.687494,0.502117,0.498464,0.500219,0.533582,0.516362,1001,1143,1000,1144
7,5.218401,0.681991,8.302158,0.690635,0.491976,0.490169,0.493871,0.451026,0.471477,1153,991,1177,967
8,5.205933,0.708318,8.269619,0.677798,0.495207,0.491636,0.499770,0.506063,0.502897,1058,1086,1059,1085
9,5.214334,0.707631,8.292380,0.670182,0.497014,0.497000,0.498037,0.474299,0.485878,1125,1023,1125,1015
10,5.211696,0.692380,8.308387,0.661024,0.480196,0.487632,0.484335,0.440037,0.461125,1141,1004,1200,943
