epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.675141,0.368783,8.056724,0.155982,0.897473,0.889051,0.802357,0.825560,0.813793,1708,436,374,1770
2,4.506750,0.303282,7.919393,0.029214,0.946842,0.944770,0.868132,0.884741,0.876358,1857,288,247,1896
3,5.197218,0.699492,8.232281,0.709386,0.440909,0.451351,0.466105,0.491130,0.478291,941,1205,1090,1052
4,5.218338,0.723724,8.258434,0.701047,0.492205,0.494584,0.487884,0.487884,0.487884,1043,1099,1099,1047
5,5.230823,0.692721,8.309305,0.697960,0.498639,0.493108,0.504009,0.439832,0.469738,1216,928,1201,943
6,5.211466,0.691067,8.278884,0.694199,0.493691,0.490622,0.498566,0.566837,0.530514,917,1224,930,1217
7,5.224216,0.699380,8.294996,0.694492,0.498785,0.497245,0.499822,0.655478,0.567164,736,1407,739,1406
8,5.215971,0.695513,8.284589,0.692933,0.492114,0.489001,0.497879,0.602146,0.545071,842,1302,853,1291
9,5.216046,0.694204,8.289171,0.689220,0.485528,0.493422,0.492169,0.483901,0.488000,1075,1070,1106,1037
10,5.215776,0.692006,8.293016,0.686429,0.507406,0.506974,0.506667,0.514232,0.510421,1072,1073,1041,1102
