epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.719723,0.337417,8.948977,0.025832,0.881071,0.877840,0.774165,0.809879,0.791619,1635,507,408,1738
2,3.586147,0.336383,8.627075,0.003818,0.948482,0.945178,0.865732,0.893607,0.879449,1848,297,228,1915
3,3.588708,0.247494,8.723491,0.001574,0.955931,0.952433,0.877982,0.893975,0.885906,1881,266,227,1914
4,3.560293,0.299986,8.600149,0.001195,0.963612,0.961756,0.884703,0.909473,0.896917,1891,254,194,1949
5,3.603308,0.172888,8.834380,0.002002,0.964951,0.961767,0.883228,0.914139,0.898418,1886,259,184,1959
6,3.512004,0.302049,8.472135,0.011651,0.967325,0.964497,0.880088,0.927273,0.903065,1872,271,156,1989
7,3.603792,0.193403,8.815664,0.000825,0.966855,0.963772,0.880836,0.923543,0.901684,1875,268,164,1981
8,3.676232,0.257531,8.932451,0.001194,0.972241,0.970876,0.885816,0.926738,0.905815,1889,256,157,1986
9,3.611171,0.200665,8.826529,0.001469,0.977525,0.975903,0.904568,0.932836,0.918485,1933,211,144,2000
10,3.672204,0.287238,8.892641,0.001259,0.980639,0.979012,0.917679,0.951493,0.934280,1961,183,104,2040
