epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.704786,0.302307,8.944130,0.031054,0.896409,0.891167,0.799634,0.815299,0.807390,1706,438,396,1748
2,3.607773,0.257257,8.759680,0.004993,0.950107,0.946089,0.866300,0.882874,0.874509,1853,292,251,1892
3,3.595210,0.263099,8.721930,0.005994,0.958247,0.955794,0.882705,0.894639,0.888632,1888,255,226,1919
4,3.801076,0.617714,8.883529,0.002894,0.955131,0.948774,0.878912,0.903918,0.891239,1877,267,206,1938
5,3.668046,0.352589,8.816908,0.001233,0.959091,0.954286,0.872776,0.914685,0.893239,1857,286,183,1962
6,3.630884,0.268669,8.808039,0.001004,0.965990,0.962061,0.884220,0.923436,0.903403,1887,259,164,1978
7,3.658809,0.252239,8.894379,0.000808,0.969937,0.966972,0.895023,0.923436,0.909007,1914,232,164,1978
8,3.616160,0.101588,8.938468,0.000690,0.974529,0.971366,0.901351,0.931998,0.916419,1922,219,146,2001
9,3.692587,0.304569,8.926535,0.000726,0.978241,0.974711,0.915162,0.945455,0.930062,1955,188,117,2028
10,3.630252,0.201035,8.874216,0.000761,0.982477,0.979058,0.921525,0.958489,0.939643,1969,175,89,2055
