epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.714269,0.438273,8.075598,0.150935,0.818601,0.814008,0.733520,0.732151,0.732835,1575,570,574,1569
2,4.494462,0.271492,7.910520,0.043010,0.939442,0.933417,0.856820,0.884795,0.870583,1827,317,247,1897
3,5.256472,0.696687,8.324198,0.729306,0.440378,0.447066,0.467451,0.518639,0.491716,874,1268,1033,1113
4,5.255374,0.716212,8.314383,0.720338,0.491099,0.493595,0.497170,0.491834,0.494487,1079,1066,1089,1054
5,5.235222,0.695258,8.316486,0.696577,0.498958,0.498883,0.504452,0.528945,0.516408,1033,1113,1009,1133
6,5.233238,0.693149,8.318267,0.692547,0.501847,0.500525,0.502624,0.580420,0.538728,911,1232,900,1245
7,5.238531,0.697373,8.315822,0.702023,0.497956,0.502645,0.498084,0.485075,0.491493,1096,1048,1104,1040
8,5.231669,0.692872,8.318506,0.689396,0.500567,0.497129,0.497549,0.474078,0.485530,1122,1025,1126,1015
9,5.226678,0.695717,8.314844,0.680882,0.487321,0.488890,0.493832,0.616138,0.548247,790,1354,823,1321
10,5.225617,0.691992,8.314893,0.682059,0.496302,0.498896,0.501289,0.452725,0.475771,1174,967,1175,972
