epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.736238,0.486899,8.083564,0.142346,0.843476,0.838882,0.759886,0.744284,0.752004,1641,504,548,1595
2,4.529641,0.301428,7.956151,0.036230,0.946005,0.934779,0.868339,0.904384,0.885995,1850,294,205,1939
3,5.151957,0.697736,8.014396,0.860115,0.448096,0.448838,0.473684,0.574557,0.519267,772,1370,913,1233
4,5.233765,0.714411,8.295019,0.700039,0.487761,0.489725,0.492951,0.505833,0.499309,1030,1115,1059,1084
5,5.227725,0.694676,8.297117,0.703413,0.492332,0.491653,0.499320,0.514472,0.506783,1041,1105,1040,1102
6,5.234765,0.693467,8.316239,0.697547,0.496049,0.495551,0.500000,0.581818,0.537815,895,1248,897,1248
7,5.235595,0.697641,8.317512,0.694049,0.493264,0.493116,0.493052,0.479944,0.486410,1086,1058,1115,1029
8,5.233940,0.693507,8.317135,0.694875,0.495179,0.491881,0.495711,0.512844,0.504132,1030,1117,1043,1098
9,5.224955,0.696715,8.293064,0.700497,0.481646,0.481225,0.497080,0.635261,0.557740,766,1378,782,1362
10,5.222365,0.695617,8.312097,0.675368,0.494828,0.502953,0.496179,0.453656,0.473966,1152,989,1173,974
