epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.703535,0.496289,8.096908,0.053811,0.817546,0.818309,0.719190,0.762127,0.740036,1506,638,510,1634
2,4.525027,0.265608,7.986752,0.025579,0.917473,0.914740,0.831933,0.831157,0.831545,1784,360,362,1782
3,5.187437,0.722061,8.187900,0.718330,0.448973,0.463370,0.449433,0.424907,0.436826,1028,1116,1233,911
4,5.240175,0.703616,8.308970,0.707228,0.484942,0.487788,0.482220,0.417444,0.447500,1183,961,1249,895
5,5.236803,0.696809,8.308699,0.706909,0.493876,0.491805,0.492361,0.526365,0.508796,982,1163,1015,1128
6,5.228428,0.694824,8.296531,0.705330,0.482935,0.485866,0.488334,0.555918,0.519939,892,1250,953,1193
7,5.233177,0.712061,8.299700,0.695830,0.488587,0.490813,0.488017,0.417910,0.450251,1204,940,1248,896
8,5.228936,0.692390,8.310706,0.692942,0.489304,0.491921,0.496308,0.595338,0.541331,847,1296,868,1277
9,5.225411,0.688816,8.311597,0.688133,0.485750,0.488343,0.488682,0.514006,0.501024,994,1152,1041,1101
10,5.224446,0.695092,8.308581,0.683869,0.482940,0.489411,0.475988,0.365205,0.413302,1282,862,1361,783
