epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.709412,0.438097,8.078288,0.138421,0.839138,0.836160,0.750480,0.729818,0.740005,1625,520,579,1564
2,4.525700,0.285397,7.961926,0.036424,0.946093,0.935308,0.864877,0.901586,0.882850,1842,302,211,1933
3,5.233098,0.694796,8.299047,0.711927,0.444859,0.449069,0.478553,0.597856,0.531593,744,1398,863,1283
4,5.238932,0.715705,8.308219,0.694688,0.495737,0.496276,0.501446,0.485301,0.493242,1111,1034,1103,1040
5,5.229449,0.695370,8.311163,0.690786,0.498622,0.496350,0.500237,0.492063,0.496117,1093,1053,1088,1054
6,5.220818,0.692580,8.317729,0.668812,0.505766,0.504000,0.504769,0.592075,0.544947,897,1246,875,1270
7,5.199910,0.691072,8.314725,0.631659,0.515556,0.518692,0.509091,0.509328,0.509210,1091,1053,1052,1092
8,5.175070,0.675681,8.315167,0.595343,0.571286,0.541846,0.551622,0.611397,0.579973,1083,1064,832,1309
9,5.115354,0.547378,8.315423,0.591101,0.670434,0.632572,0.605991,0.736007,0.664701,1118,1026,566,1578
10,5.000700,0.356379,8.316657,0.532337,0.814492,0.800856,0.715304,0.794597,0.752868,1462,679,441,1706
