epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.625164,0.342845,8.067208,0.067837,0.887215,0.890211,0.788651,0.823228,0.805568,1671,473,379,1765
2,4.429090,0.223193,7.851890,0.020228,0.947274,0.941131,0.876909,0.883862,0.880372,1878,266,249,1895
3,5.248896,0.731177,8.290221,0.720489,0.453197,0.458280,0.475645,0.464552,0.470033,1046,1098,1148,996
4,5.246418,0.697574,8.323489,0.709182,0.495032,0.496497,0.498696,0.445896,0.470820,1183,961,1188,956
5,5.226213,0.695227,8.300858,0.695778,0.496836,0.495420,0.495094,0.517965,0.506271,1013,1132,1033,1110
6,5.226311,0.692455,8.309781,0.688653,0.493352,0.496083,0.495979,0.603448,0.544461,826,1316,851,1295
7,5.231316,0.713042,8.314397,0.675056,0.498407,0.496651,0.491874,0.423507,0.455138,1206,938,1236,908
8,5.205996,0.701334,8.305853,0.644353,0.511169,0.511316,0.503612,0.585082,0.541298,906,1237,890,1255
9,5.171076,0.659587,8.305032,0.612989,0.550229,0.513417,0.530585,0.546685,0.538515,1110,1036,971,1171
10,5.081367,0.495196,8.305675,0.580817,0.694876,0.669361,0.626629,0.717817,0.669130,1227,917,605,1539
