epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.580465,0.392793,7.956721,0.055022,0.895892,0.888323,0.799535,0.802147,0.800839,1714,431,424,1719
2,4.536340,0.365722,7.927650,0.023114,0.947835,0.940204,0.864816,0.901540,0.882796,1843,302,211,1932
3,5.243446,0.702546,8.311444,0.712013,0.451598,0.452166,0.475394,0.463437,0.469340,1043,1098,1152,995
4,5.227802,0.692201,8.300146,0.702462,0.490522,0.493635,0.496047,0.468284,0.481766,1124,1020,1140,1004
5,5.232105,0.691092,8.313064,0.697857,0.486193,0.492474,0.488641,0.531469,0.509156,950,1193,1005,1140
6,5.230191,0.689797,8.312807,0.695478,0.500564,0.495438,0.502576,0.500466,0.501519,1082,1062,1071,1073
7,5.223571,0.675643,8.314710,0.692883,0.498487,0.495941,0.499267,0.476679,0.487712,1119,1025,1122,1022
8,5.229086,0.709830,8.305576,0.683191,0.498391,0.493196,0.493827,0.466418,0.479731,1119,1025,1144,1000
9,5.223180,0.707767,8.313934,0.664042,0.502302,0.501953,0.498786,0.479907,0.489164,1116,1032,1113,1027
10,5.188720,0.696883,8.293811,0.627054,0.520605,0.514233,0.508994,0.488567,0.498571,1135,1010,1096,1047
