epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.655285,0.275545,8.039643,0.218971,0.853441,0.851212,0.741481,0.760839,0.751035,1574,569,513,1632
2,4.445894,0.278959,7.836296,0.020798,0.943746,0.935006,0.863095,0.880019,0.871475,1847,299,257,1885
3,5.233791,0.732045,8.272612,0.708869,0.440740,0.452328,0.461890,0.471795,0.466790,964,1179,1133,1012
4,5.233092,0.691871,8.314359,0.697705,0.509897,0.507159,0.507535,0.486713,0.496906,1130,1013,1101,1044
5,5.222632,0.690077,8.303377,0.690480,0.508963,0.506124,0.503720,0.536597,0.519639,1009,1134,994,1151
6,5.216265,0.694416,8.318425,0.657287,0.500047,0.502584,0.508137,0.523277,0.515596,1052,1088,1024,1124
7,5.192099,0.681407,8.315890,0.623452,0.519934,0.507007,0.502004,0.467133,0.483941,1149,994,1143,1002
8,5.049335,0.511113,8.254784,0.558406,0.701490,0.682580,0.631910,0.703169,0.665637,1263,879,637,1509
9,5.053758,0.457759,8.289876,0.576669,0.839712,0.826340,0.745279,0.790774,0.767352,1562,580,449,1697
10,5.026869,0.440846,8.294074,0.533494,0.878209,0.859792,0.785398,0.828278,0.806268,1660,485,368,1775
