epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.639310,0.300690,8.060653,0.141281,0.905134,0.893895,0.813839,0.850280,0.831661,1727,417,321,1823
2,4.557066,0.403315,7.930872,0.027188,0.948877,0.943840,0.864437,0.892674,0.878329,1845,300,230,1913
3,5.229388,0.702016,8.287485,0.710727,0.444318,0.454662,0.451677,0.534547,0.489630,756,1390,997,1145
4,5.244875,0.722293,8.310803,0.697803,0.493580,0.495751,0.492235,0.487418,0.489815,1063,1079,1100,1046
5,5.226615,0.693526,8.304027,0.694626,0.498615,0.493376,0.500000,0.469216,0.484119,1138,1006,1138,1006
6,5.215659,0.691255,8.288090,0.692291,0.489148,0.486982,0.494451,0.560317,0.525328,911,1230,944,1203
7,5.224192,0.696966,8.307432,0.682939,0.499305,0.494637,0.499645,0.655478,0.567050,735,1408,739,1406
8,5.206604,0.690535,8.306752,0.654298,0.504224,0.502398,0.500000,0.612407,0.550524,831,1313,831,1313
9,5.164216,0.648331,8.305304,0.609099,0.556636,0.535381,0.529617,0.567429,0.547871,1065,1080,927,1216
10,5.120970,0.547978,8.308263,0.609670,0.620495,0.570816,0.576075,0.743817,0.649287,972,1173,549,1594
