epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.693309,0.260121,8.080741,0.263696,0.858320,0.847854,0.751564,0.784149,0.767511,1587,556,463,1682
2,4.500514,0.260066,7.936198,0.037152,0.944613,0.940128,0.860921,0.881419,0.871050,1841,305,254,1888
3,5.157219,0.743494,8.049228,0.791144,0.415893,0.436180,0.447552,0.477389,0.461990,879,1264,1121,1024
4,5.226138,0.692381,8.288894,0.711350,0.515908,0.509534,0.516393,0.528671,0.522460,1081,1062,1011,1134
5,5.231756,0.689361,8.311357,0.700594,0.498151,0.498541,0.501313,0.533800,0.517047,1004,1139,1000,1145
6,5.264653,0.692461,8.367942,0.701355,0.488150,0.489151,0.490944,0.479516,0.485163,1072,1068,1118,1030
7,5.217674,0.695826,8.278628,0.702614,0.493239,0.488785,0.502273,0.618182,0.554232,829,1314,819,1326
8,5.223731,0.683718,8.303307,0.698477,0.506712,0.507381,0.503573,0.558248,0.529503,961,1181,948,1198
9,5.190075,0.689342,8.244065,0.691271,0.499697,0.497962,0.502181,0.429171,0.462814,1229,913,1225,921
10,5.179623,0.694204,8.225319,0.686611,0.481249,0.486016,0.486710,0.384508,0.429614,1276,869,1319,824
