epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.905627,0.419093,6.932287,0.470069,0.812515,0.804746,0.697136,0.772642,0.732950,1427,719,487,1655
2,3.723066,0.331099,6.934847,0.142456,0.922839,0.918652,0.846977,0.849743,0.848358,1816,329,322,1821
3,3.766943,0.467633,6.925859,0.058584,0.934259,0.934115,0.859426,0.853010,0.856206,1846,299,315,1828
4,3.640033,0.278840,6.913371,0.040107,0.941293,0.939322,0.865762,0.864549,0.865155,1860,287,290,1851
5,3.535197,0.182116,6.832348,0.024383,0.947607,0.946300,0.869565,0.875640,0.872592,1859,282,267,1880
6,3.524214,0.166502,6.831955,0.020837,0.951227,0.950344,0.875991,0.876399,0.876195,1878,266,265,1879
7,3.633088,0.333408,6.848686,0.021749,0.951851,0.951648,0.867985,0.878901,0.873409,1854,287,260,1887
8,3.490536,0.090897,6.856978,0.018771,0.954240,0.954063,0.877160,0.875933,0.876546,1881,263,266,1878
9,3.592916,0.279888,6.834681,0.019108,0.954630,0.954433,0.871402,0.876284,0.873836,1869,277,265,1877
10,3.515059,0.209327,6.762952,0.019968,0.955798,0.955961,0.874885,0.884274,0.879554,1874,271,248,1895
11,3.590435,0.222852,6.902255,0.013991,0.955721,0.956826,0.879479,0.881119,0.880298,1884,259,255,1890
12,3.681654,0.408755,6.866226,0.008221,0.955504,0.955210,0.873568,0.889044,0.881238,1867,276,238,1907
13,3.616574,0.333956,6.823584,0.011021,0.958287,0.958268,0.877201,0.884166,0.880670,1882,265,248,1893
14,3.515651,0.187041,6.787064,0.024736,0.959293,0.959006,0.878746,0.888578,0.883635,1880,263,239,1906
15,3.520092,0.211030,6.781598,0.006688,0.962547,0.962525,0.883957,0.891375,0.887651,1892,251,233,1912
16,3.432169,0.345838,6.442442,0.008614,0.960079,0.960047,0.879668,0.890341,0.884972,1884,261,235,1908
17,3.435947,0.123615,6.719565,0.004990,0.960408,0.960666,0.878060,0.886660,0.882339,1880,264,243,1901
18,3.523663,0.343706,6.631181,0.004621,0.960161,0.958915,0.880810,0.893140,0.886932,1886,259,229,1914
19,3.373458,0.189242,6.515686,0.005174,0.962229,0.961957,0.878397,0.889044,0.883689,1879,264,238,1907
20,3.460790,0.356420,6.489779,0.005122,0.964049,0.963858,0.891020,0.890187,0.890603,1915,233,235,1905
21,3.359234,0.365174,6.275675,0.005729,0.964600,0.964068,0.886082,0.899720,0.892849,1896,248,215,1929
22,3.310550,0.189092,6.390500,0.004613,0.964756,0.965108,0.888531,0.898463,0.893469,1899,242,218,1929
23,3.381372,0.259631,6.448545,0.003301,0.963814,0.962857,0.881247,0.897711,0.889403,1888,259,219,1922
24,3.387087,0.182325,6.551708,0.004593,0.966208,0.965906,0.888484,0.909599,0.898918,1897,245,194,1952
25,3.317220,0.093638,6.518238,0.004795,0.966067,0.965532,0.883583,0.904984,0.894156,1885,256,204,1943
26,3.393796,0.145881,6.609868,0.003334,0.965784,0.965109,0.882858,0.911298,0.896853,1887,259,190,1952
27,3.349642,0.153391,6.501367,0.017309,0.967445,0.966354,0.898793,0.901304,0.900046,1922,218,212,1936
28,3.324835,0.203042,6.403814,0.002756,0.967402,0.966736,0.893137,0.903541,0.898309,1910,232,207,1939
29,3.487325,0.286591,6.626120,0.005776,0.970696,0.970110,0.897072,0.915500,0.906192,1921,225,181,1961
30,3.363380,0.146596,6.547988,0.003570,0.969626,0.969152,0.900139,0.909388,0.904740,1931,216,194,1947
31,3.296909,0.142497,6.419768,0.003816,0.970149,0.969478,0.898016,0.907226,0.902597,1922,221,199,1946
32,3.381220,0.206130,6.511470,0.004518,0.972891,0.972386,0.906408,0.916978,0.911662,1941,203,178,1966
33,3.336817,0.155898,6.483995,0.003201,0.969553,0.968508,0.897941,0.915112,0.906445,1921,223,182,1962
34,3.566906,0.326786,6.740220,0.001811,0.973708,0.972419,0.905263,0.921286,0.913204,1934,207,169,1978
35,3.360138,0.117058,6.577015,0.003489,0.974303,0.973450,0.904850,0.914139,0.909471,1939,206,184,1959
36,3.248772,0.130956,6.335627,0.005962,0.974512,0.973074,0.908966,0.920820,0.914854,1943,198,170,1977
37,3.375086,0.203471,6.502386,0.004525,0.975461,0.975050,0.905634,0.921678,0.913586,1937,206,168,1977
38,3.365858,0.167518,6.526196,0.005622,0.975873,0.974672,0.905023,0.923579,0.914207,1934,208,164,1982
39,3.345805,0.208150,6.439998,0.002290,0.975523,0.974397,0.907212,0.920317,0.913717,1940,202,171,1975
40,3.351414,0.065924,6.618894,0.006031,0.975916,0.974882,0.908883,0.926704,0.917707,1947,199,157,1985
41,3.418244,0.261001,6.520609,0.003347,0.978458,0.977783,0.914299,0.930504,0.922330,1957,187,149,1995
42,3.333972,0.187245,6.441060,0.002739,0.978162,0.976766,0.910373,0.933302,0.921695,1947,197,143,2001
43,3.414220,0.228857,6.551240,0.003213,0.978823,0.977757,0.915177,0.933146,0.924074,1964,185,143,1996
44,3.455034,0.345109,6.493639,0.002874,0.978726,0.977593,0.910005,0.929104,0.919455,1947,197,152,1992
45,3.362943,0.099136,6.604779,0.002680,0.980679,0.979976,0.917241,0.930504,0.923825,1964,180,149,1995
46,3.474145,0.306824,6.577553,0.003185,0.980243,0.978869,0.917695,0.935664,0.926593,1963,180,138,2007
47,3.419033,0.131945,6.677126,0.003257,0.978365,0.976940,0.911964,0.942604,0.927031,1950,195,123,2020
48,3.411037,0.111146,6.686554,0.002682,0.980490,0.979330,0.917162,0.934701,0.925849,1963,181,140,2004
49,3.434861,0.151568,6.684640,0.003999,0.980273,0.978558,0.919854,0.941725,0.930661,1967,176,125,2020
50,3.591620,0.313772,6.804638,0.002596,0.981074,0.980243,0.918721,0.938433,0.928473,1966,178,132,2012
