epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.834883,0.334119,6.931420,0.421754,0.772744,0.761572,0.677088,0.738440,0.706434,1393,754,560,1581
2,3.677444,0.260984,6.931386,0.137901,0.916535,0.907933,0.839294,0.843210,0.841248,1799,346,336,1807
3,3.750058,0.418576,6.929726,0.085123,0.931724,0.928245,0.853580,0.861538,0.857541,1826,317,297,1848
4,3.655613,0.293930,6.925019,0.041863,0.939156,0.935849,0.859592,0.864399,0.861989,1839,303,291,1855
5,3.630739,0.303420,6.873044,0.030413,0.942036,0.939335,0.862881,0.870517,0.866682,1844,297,278,1869
6,3.407780,0.075949,6.693165,0.039070,0.945684,0.943670,0.858641,0.877446,0.867942,1832,310,263,1883
7,3.597461,0.371639,6.728875,0.025101,0.948525,0.947038,0.859489,0.879552,0.869405,1838,308,258,1884
8,3.522096,0.164057,6.835145,0.015223,0.951665,0.950673,0.871889,0.882463,0.877144,1866,278,252,1892
9,3.509526,0.215652,6.741710,0.023200,0.953291,0.952820,0.869091,0.890960,0.879890,1854,288,234,1912
10,3.511730,0.179982,6.793255,0.017783,0.953450,0.951352,0.870260,0.888526,0.879298,1860,284,239,1905
11,3.497309,0.240493,6.693521,0.015633,0.956577,0.955689,0.875976,0.889874,0.882870,1875,270,236,1907
12,3.568468,0.382834,6.664504,0.016289,0.957511,0.956015,0.875398,0.898273,0.886688,1871,274,218,1925
13,3.545568,0.283803,6.737862,0.015889,0.957885,0.956420,0.875402,0.887646,0.881481,1872,271,241,1904
14,3.464927,0.318994,6.534905,0.015196,0.959013,0.958143,0.871216,0.898834,0.884810,1858,285,217,1928
15,3.476068,0.370914,6.500903,0.007669,0.958143,0.957161,0.878690,0.888526,0.883581,1881,263,239,1905
16,3.542726,0.221361,6.812458,0.009201,0.960988,0.960378,0.878071,0.898929,0.888377,1873,268,217,1930
17,3.596002,0.326333,6.789686,0.013398,0.960357,0.958154,0.884191,0.896134,0.890123,1889,252,223,1924
18,3.558302,0.292011,6.760758,0.006793,0.959911,0.958189,0.871099,0.900000,0.885314,1863,285,214,1926
19,3.479933,0.231464,6.677807,0.005377,0.960063,0.958721,0.875515,0.893925,0.884624,1876,272,227,1913
