epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.709417,0.297315,8.946481,0.059497,0.869564,0.865718,0.765292,0.787413,0.776195,1625,518,456,1689
2,3.555786,0.234097,8.652599,0.005539,0.945823,0.941457,0.853637,0.892674,0.872719,1817,328,230,1913
3,3.546651,0.221941,8.642806,0.003759,0.955545,0.952468,0.873309,0.903030,0.887921,1862,281,208,1937
4,3.518640,0.166527,8.627976,0.004191,0.957179,0.954563,0.870910,0.907096,0.888635,1858,288,199,1943
5,3.625538,0.282033,8.780842,0.001938,0.962085,0.958367,0.878288,0.919701,0.898518,1873,273,172,1970
6,3.539072,0.197398,8.646887,0.006788,0.963727,0.959593,0.881826,0.919272,0.900160,1881,264,173,1970
7,3.601707,0.240360,8.763548,0.000719,0.957756,0.952199,0.871152,0.923974,0.896786,1851,293,163,1981
8,3.613420,0.206885,8.826424,0.000485,0.968339,0.964232,0.892698,0.936041,0.913856,1905,241,137,2005
9,3.627915,0.258025,8.811166,0.001193,0.970987,0.966766,0.894830,0.944056,0.918784,1905,238,120,2025
10,3.627561,0.252914,8.815493,0.000988,0.976313,0.973345,0.902839,0.948276,0.925000,1923,219,111,2035
