epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.768071,0.431404,8.969382,0.038779,0.874285,0.867457,0.773277,0.774359,0.773818,1656,487,484,1661
2,3.591887,0.208053,8.769119,0.005092,0.943234,0.933911,0.865112,0.882874,0.873903,1850,295,251,1892
3,3.521904,0.248933,8.553720,0.004217,0.956098,0.951830,0.873760,0.904340,0.888787,1865,280,205,1938
4,3.756689,0.461300,8.905373,0.050100,0.945713,0.935798,0.853873,0.904851,0.878623,1812,332,204,1940
5,3.763472,0.467742,8.940057,0.001759,0.947151,0.943046,0.860330,0.897997,0.878760,1828,313,219,1928
6,3.650975,0.217310,8.909358,0.001538,0.958262,0.951976,0.875554,0.922969,0.898636,1865,281,165,1977
7,3.595264,0.168866,8.818544,0.001499,0.962589,0.959468,0.873786,0.923938,0.898163,1859,286,163,1980
8,3.593152,0.171316,8.811203,0.000721,0.966869,0.961044,0.885174,0.939309,0.911438,1885,261,130,2012
9,3.572821,0.125216,8.805875,0.001925,0.973158,0.967768,0.902022,0.936538,0.918956,1927,218,136,2007
10,3.595247,0.204839,8.782811,0.000932,0.975135,0.971627,0.905381,0.940820,0.922761,1931,211,127,2019
