epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.711375,0.316173,8.944039,0.036451,0.892822,0.887478,0.794384,0.818097,0.806066,1690,454,390,1754
2,3.606957,0.247549,8.766822,0.006042,0.947745,0.942621,0.865209,0.886608,0.875778,1849,296,243,1900
3,3.610777,0.293263,8.730356,0.006649,0.956304,0.953777,0.877579,0.892308,0.884882,1876,267,231,1914
4,3.575175,0.462333,8.473923,0.003364,0.962855,0.959944,0.892513,0.906250,0.899329,1910,234,201,1943
5,3.568920,0.282654,8.638163,0.002965,0.965214,0.961537,0.889838,0.922611,0.905928,1898,245,166,1979
6,3.185138,0.259734,7.699513,0.007197,0.965674,0.960483,0.891265,0.914566,0.902765,1907,239,183,1959
7,3.667500,0.250854,8.917364,0.001060,0.964372,0.960443,0.885135,0.917367,0.900963,1891,255,177,1965
8,3.560421,0.085465,8.815226,0.000720,0.972593,0.969052,0.896751,0.938519,0.917160,1909,232,132,2015
9,3.624667,0.336769,8.724470,0.000860,0.976869,0.973237,0.911301,0.943590,0.927164,1946,197,121,2024
10,3.621671,0.208260,8.845624,0.000585,0.980298,0.976723,0.918459,0.956157,0.936929,1962,182,94,2050
