epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.708335,0.407769,8.057808,0.186090,0.784983,0.777789,0.678822,0.720280,0.698937,1412,731,600,1545
2,4.527256,0.366893,7.895506,0.039250,0.925233,0.920876,0.842890,0.844071,0.843480,1809,337,334,1808
3,5.258576,0.708642,8.339730,0.705670,0.439647,0.454035,0.455220,0.428904,0.441671,1042,1101,1225,920
4,5.183514,0.693933,8.210782,0.710628,0.508031,0.508704,0.513514,0.487179,0.500000,1153,990,1100,1045
5,5.284881,0.688682,8.384806,0.726662,0.500802,0.500691,0.502961,0.554312,0.527390,968,1175,956,1189
6,5.178507,0.694001,8.209654,0.701793,0.487102,0.488595,0.492285,0.475326,0.483657,1087,1053,1127,1021
7,5.230874,0.694933,8.307205,0.698383,0.493052,0.492990,0.499592,0.571096,0.532956,916,1227,920,1225
8,5.229713,0.684065,8.321371,0.690261,0.504711,0.502257,0.499167,0.558248,0.527057,940,1202,948,1198
9,5.214685,0.688788,8.305565,0.673340,0.497957,0.498037,0.498368,0.426841,0.459839,1220,922,1230,916
10,5.221843,0.693989,8.307792,0.680525,0.483399,0.486182,0.487307,0.412039,0.446523,1216,929,1260,883
