epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,4.572745,0.377327,7.953871,0.056636,0.895654,0.887996,0.800000,0.795147,0.797566,1719,426,439,1704
2,4.558242,0.401271,7.937355,0.024250,0.948342,0.941420,0.865739,0.899673,0.882380,1846,299,215,1928
3,5.217371,0.702610,8.265525,0.710316,0.452649,0.461668,0.471338,0.448067,0.459408,1062,1079,1185,962
4,5.220531,0.691739,8.289852,0.699661,0.491892,0.491672,0.497819,0.479011,0.488234,1108,1036,1117,1027
5,5.218598,0.692632,8.288218,0.696786,0.490114,0.494194,0.492741,0.537995,0.514375,955,1188,991,1154
6,5.221885,0.689414,8.299692,0.693636,0.500928,0.494863,0.499049,0.489272,0.494112,1091,1053,1095,1049
7,5.223457,0.678165,8.311429,0.693993,0.494964,0.491663,0.494304,0.465485,0.479462,1123,1021,1146,998
8,5.237087,0.708515,8.311364,0.694010,0.496778,0.492494,0.500468,0.498601,0.499533,1077,1067,1075,1069
9,5.234149,0.707671,8.307120,0.693562,0.496490,0.497063,0.502669,0.528037,0.515041,1030,1118,1010,1130
10,5.223209,0.693158,8.299748,0.692853,0.478020,0.484045,0.480838,0.439104,0.459024,1129,1016,1202,941
