epoch,loss_train,val_loss,task_loss,cont_loss,adv_loss,auroc,val_auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,12.598737716674805,12.552125930786133,0.3935432732105255,7.591704368591309,0.1331370323896408,0.8958994496051516,0.9347442427720783,0.8851706623146802,0.8039037675896504,0.8237209302325581,0.8136917068688261,1706,432,379,1771
2,12.675203323364258,12.280149459838867,0.5398718118667603,7.583275318145752,0.03997611999511719,0.9360861150922002,0.9392173039672861,0.9276426180755212,0.849933598937583,0.8946877912395154,0.8717366628830874,1803,339,226,1920
3,12.145133972167969,12.447175025939941,0.14831173419952393,7.581292629241943,0.021622752770781517,0.9395545084320993,0.9391337099811676,0.9330216988115716,0.8460514640638864,0.8911214953271028,0.8680018206645426,1801,347,233,1907
4,12.300817489624023,12.472878456115723,0.2762664556503296,7.577951908111572,0.017117369920015335,0.9486354653697453,0.9427009537884304,0.9432085793352961,0.8551174124944617,0.9010270774976658,0.8774721527619913,1819,327,212,1930
5,12.230185508728027,12.152368545532227,0.2199009656906128,7.580502986907959,0.015602052211761475,0.9521298523928001,0.9407453906306047,0.9472808674899047,0.863514719000892,0.9042503503035965,0.8834131873146247,1841,306,205,1936
6,12.365056037902832,12.174968719482422,0.3223409950733185,7.5845136642456055,0.011725817807018757,0.9560013505246772,0.9468477387511479,0.9528188112685447,0.8719785138764548,0.907735321528425,0.8894977168949771,1856,286,198,1948
7,12.229722023010254,12.45869255065918,0.22263556718826294,7.5831193923950195,0.00802284013479948,0.9635332469676846,0.9473146128680479,0.9604985284954842,0.8821954484605087,0.9225384974335045,0.9019160583941606,1881,264,166,1977
8,12.260307312011719,12.312666893005371,0.24649272859096527,7.584139347076416,0.0062245880253612995,0.962166558945093,0.9449135519047278,0.9588232861308859,0.8810274898602974,0.9105728924080112,0.8955565735226753,1877,264,192,1955
9,12.31289291381836,12.380426406860352,0.2867129445075989,7.5838422775268555,0.007107309065759182,0.965070619735934,0.9484726526629936,0.9619802057293771,0.8850158442734269,0.9126984126984127,0.8986439898873823,1892,254,187,1955
10,12.210360527038574,12.10886287689209,0.2061651051044464,7.585935592651367,0.0057323994114995,0.9683884322241767,0.950627735131645,0.9648465485607528,0.8875846501128668,0.9165501165501165,0.9018348623853211,1894,249,179,1966
11,12.241327285766602,12.389864921569824,0.22962142527103424,7.585766315460205,0.006520660128444433,0.9711662734527877,0.9552949785316894,0.9675166235124402,0.901765504753282,0.9286713286713286,0.9150206706476803,1926,217,153,1992
12,12.520651817321777,12.078436851501465,0.4475950300693512,7.58566951751709,0.003799561643972993,0.973179006403458,0.9586669249311296,0.9687381930647034,0.9027341999103541,0.938927738927739,0.9204753199268738,1926,217,131,2014
13,12.330224990844727,12.21670913696289,0.29881274700164795,7.586526870727539,0.004711319226771593,0.9784197914389235,0.9624148073749911,0.975975438854759,0.905982905982906,0.9398040130657956,0.9225836005497022,1936,209,129,2014
14,12.281007766723633,12.306215286254883,0.2631375193595886,7.584847927093506,0.004378459416329861,0.9788806620351185,0.9611812771940901,0.9766440545397786,0.9087656529516994,0.9482034531031265,0.9280657684402832,1941,204,111,2032
15,12.111638069152832,12.488107681274414,0.13235442340373993,7.585962295532227,0.0028026949148625135,0.9797764800911605,0.9630526410187427,0.9772023758481333,0.9210526315789473,0.948155067725362,0.9344073647871116,1973,174,111,2030
16,12.172414779663086,12.456197738647461,0.1794762909412384,7.583395957946777,0.006317832972854376,0.9825119351017624,0.9620388938115003,0.9802522608823386,0.9202702702702703,0.9524475524475524,0.9360824742268041,1966,177,102,2043
17,12.086380958557129,12.41731071472168,0.11134226620197296,7.5848565101623535,0.006259577814489603,0.9843138662550701,0.9649995695345234,0.9830081425437842,0.9247747747747748,0.9571095571095571,0.9406643757159221,1976,167,92,2053
