epoch,loss_train,val_loss,task_loss,cont_loss,adv_loss,auroc,val_auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,12.394444465637207,12.454392433166504,0.29784905910491943,7.589942455291748,0.060781579464673996,0.849780800985743,0.9292978208232444,0.8484500215991466,0.7575187969924813,0.7518656716417911,0.7546816479400749,1628,516,532,1612
2,12.581840515136719,12.479588508605957,0.4827159643173218,7.582647800445557,0.022874457761645317,0.9360590698555733,0.9270679388765335,0.9290657624338552,0.8569476082004556,0.8785614198972442,0.867619926199262,1833,314,260,1881
3,12.31016731262207,12.240592956542969,0.2899945378303528,7.575625419616699,0.012661212123930454,0.9427506324058048,0.9333677685950412,0.93500295404419,0.8555355535553555,0.8874883286647992,0.8712190650779101,1825,321,241,1901
4,12.271225929260254,12.333781242370605,0.27001163363456726,7.5696702003479,0.009227863512933254,0.949205870605465,0.9351926250089676,0.9451785401388032,0.8588655649843681,0.8960857409133272,0.8770809578107184,1826,316,223,1923
5,12.121990203857422,12.437628746032715,0.1532338261604309,7.570638179779053,0.009723510593175888,0.9508677354687621,0.937236107175015,0.9488291566248829,0.8616830796777082,0.8974358974358975,0.8791961635076502,1834,309,220,1925
6,12.25460433959961,12.126890182495117,0.2530040740966797,7.573303699493408,0.008942080661654472,0.9552225753230117,0.93994970998949,0.9498941762671717,0.8674057649667406,0.9123134328358209,0.8892930211411685,1845,299,188,1956
7,12.36240005493164,12.002656936645508,0.3416307270526886,7.571296691894531,0.005335597321391106,0.9578759431700608,0.9404985239415602,0.9539483266427152,0.8744414655942806,0.9119291705498602,0.8927919708029197,1861,281,189,1957
8,12.402950286865234,12.506207466125488,0.37541013956069946,7.567956924438477,0.007242621388286352,0.9603744831929619,0.9446445225625941,0.9579425781020321,0.8731009830205541,0.9118058796080262,0.8920337822414974,1861,284,189,1954
9,12.309586524963379,12.327147483825684,0.31557172536849976,7.559075832366943,0.005501884967088699,0.9632480205502519,0.9447347937284555,0.9603641004932911,0.8790178571428572,0.919234360410831,0.8986764034687358,1875,271,173,1969
10,12.277779579162598,12.288971900939941,0.2943791151046753,7.557036399841309,0.004435534123331308,0.9671985730744598,0.941368487131199,0.9655311668839452,0.8804638715432649,0.9207089552238806,0.9001367989056087,1876,268,170,1974
11,12.181722640991211,12.25585651397705,0.21340122818946838,7.563520908355713,0.0031746767926961184,0.9667674774165647,0.9430201985056478,0.9632694014618903,0.8924829157175399,0.912861136999068,0.902557014512785,1906,236,187,1959
12,12.195067405700684,12.32968521118164,0.22163575887680054,7.565544605255127,0.002701244782656431,0.9676381170548227,0.948823995724273,0.964778165509815,0.8885906040268456,0.9258741258741259,0.9068493150684932,1894,249,159,1986
13,12.18370532989502,12.342792510986328,0.2111460566520691,7.565929889678955,0.00421385420486331,0.9728267998916623,0.9532505452249771,0.9699886542686041,0.8918558077436582,0.9351376574895007,0.9129840546697039,1902,243,139,2004
14,12.045838356018066,12.171955108642578,0.10604123771190643,7.565285682678223,0.0035738518927246332,0.975535679128773,0.9504950139895257,0.9735522187378519,0.9044384057971014,0.9318712085860943,0.9179498965754999,1934,211,146,1997
15,12.170716285705566,12.426850318908691,0.20700585842132568,7.561468601226807,0.0036496908869594336,0.9808609806743265,0.9603993069878722,0.9788803708927849,0.9108509680324178,0.9440037330844611,0.9271310724106324,1947,198,120,2023
16,11.996430397033691,12.216404914855957,0.07574521750211716,7.5598907470703125,0.002016654470935464,0.9802035618316998,0.9603343137958247,0.9786864076643484,0.9164030727519205,0.9458955223880597,0.9309157677300895,1959,185,116,2028
17,12.177655220031738,12.17581844329834,0.21092921495437622,7.561824798583984,0.004858870524913073,0.9827161804475227,0.9622430349052846,0.9812426908322998,0.9185151652331371,0.9450395901257569,0.9315886134067952,1961,180,118,2029
18,12.073080062866211,12.279569625854492,0.12477153539657593,7.567584991455078,0.002974690869450569,0.9844326360553541,0.962221106248655,0.9833146325430859,0.9277272727272727,0.9528478057889822,0.9401197604790419,1987,159,101,2041
19,11.964792251586914,12.143067359924316,0.03281155601143837,7.574583053588867,0.002823397284373641,0.9864882386110493,0.9600658574380165,0.98473401327072,0.928796755295178,0.9612873134328358,0.9447627779051112,1986,158,83,2061
20,12.167920112609863,12.340113639831543,0.18963174521923065,7.574282169342041,0.0032295044511556625,0.986228462120983,0.9627484037592366,0.9848216827960956,0.9278629395852119,0.9585468095016302,0.9429553264604811,1981,160,89,2058
21,12.020234107971191,12.640542984008789,0.07727093994617462,7.573153018951416,0.0029109406750649214,0.9868143280922185,0.958770948117539,0.9859240139410064,0.9332728098048116,0.9580615097856477,0.9455047137272936,1995,147,90,2056
22,12.056180953979492,12.388487815856934,0.10342415422201157,7.575275897979736,0.001719346852041781,0.9876126890478429,0.9598434630394856,0.9864460531274742,0.9341155234657039,0.9636871508379888,0.9486709440879927,1994,146,78,2070
23,12.18425464630127,12.177206039428711,0.20875847339630127,7.570406913757324,0.001039539580233395,0.9890489472183142,0.9586847117650645,0.9881109393887818,0.9387755102040817,0.966837926202709,0.9526000920386563,2012,135,71,2070
24,11.966512680053711,12.445036888122559,0.0358845554292202,7.574506759643555,0.0008257665322162211,0.9891992903658793,0.9628273190329293,0.9882175568806897,0.9370725034199726,0.9589360709286048,0.9478782287822878,2007,138,88,2055
25,11.964734077453613,12.610128402709961,0.033433109521865845,7.5738348960876465,0.003116052597761154,0.9896074061263049,0.9613637994117225,0.9887586429019619,0.9390354868061874,0.9631357909472702,0.9509329647546648,2011,134,79,2064
26,11.950096130371094,12.344284057617188,0.02772393263876438,7.570545673370361,0.0011891643516719341,0.9900749140259522,0.9635985364803789,0.9893877925954381,0.9419826404751028,0.9617537313432836,0.951765520424648,2017,127,82,2062
27,12.253019332885742,12.426848411560059,0.2610975503921509,7.570699691772461,0.0015032060910016298,0.9908247859566318,0.9612016859474487,0.9897820823100567,0.941738734638143,0.9659197012138189,0.9536759622032727,2018,128,73,2069
28,12.169283866882324,12.100341796875,0.19632866978645325,7.57125997543335,0.0008445800049230456,0.9924196063851518,0.9631106966066433,0.991505147421227,0.9522716842588343,0.9691732835123774,0.9606481481481481,2043,104,66,2075
29,11.953507423400879,12.132137298583984,0.025758903473615646,7.573355197906494,0.0026213706005364656,0.9921707336546199,0.9613391060430514,0.9916755563244988,0.9467455621301775,0.9687936655798789,0.9576427255985267,2024,117,67,2080
30,11.955302238464355,12.250585556030273,0.03264237940311432,7.569962978363037,0.000956192146986723,0.9928597021315385,0.9636265805757331,0.9924464967919256,0.9456029011786038,0.9715882626921285,0.9584194808178268,2021,120,61,2086
31,11.980130195617676,12.166934967041016,0.051551442593336105,7.569472789764404,0.001984104048460722,0.9941251677552311,0.9627627519908171,0.9935226362918714,0.9547738693467337,0.9734513274336283,0.9640221402214022,2042,99,57,2090
32,12.042329788208008,12.546455383300781,0.10108616948127747,7.568727493286133,0.001237275660969317,0.9941954452453753,0.9635092527162703,0.9938449552805388,0.9547738693467337,0.975268315445637,0.9649122807017544,2046,99,53,2090
33,11.982893943786621,12.059840202331543,0.05653275176882744,7.568093776702881,0.0005672022816725075,0.9936058977500557,0.9641395390547933,0.9930890037817927,0.9553817847286109,0.96875,0.9620194534506716,2047,97,67,2077
34,11.989731788635254,12.280842781066895,0.06385631114244461,7.565861225128174,0.001371693448163569,0.9945837643457802,0.9638537362258952,0.994049269723027,0.9609733700642792,0.9757575757575757,0.9683090446449225,2058,85,52,2093
35,12.097288131713867,12.505703926086426,0.14250251650810242,7.569792747497559,0.0008878039079718292,0.9957343645578081,0.9647888081786387,0.9954489511157154,0.9637115296279284,0.9785447761194029,0.9710715112242536,2065,79,46,2098
36,12.026721000671387,12.018077850341797,0.09962113201618195,7.559938430786133,0.0013484976952895522,0.9944395279080878,0.9649370121671258,0.9940516114509775,0.9554841670491051,0.9719887955182073,0.9636658180976626,2049,97,60,2082
37,11.969297409057617,12.368424415588379,0.058932892978191376,7.5566887855529785,0.0017237173160538077,0.9962144804335781,0.9628528281853628,0.995896568840665,0.9655172413793104,0.9808500700607193,0.9731232622798888,2072,75,41,2100
38,12.043525695800781,12.38770580291748,0.12235315889120102,7.5524773597717285,0.0005035500507801771,0.9956414687652009,0.9655283736279504,0.9955856710301371,0.9618215271389144,0.9743709226467847,0.9680555555555556,2059,83,55,2091
39,11.928625106811523,12.419459342956543,0.028794417157769203,7.555325508117676,0.0022083453368395567,0.9959053554522166,0.9616440026830904,0.9956240048897255,0.9640221402214022,0.9748134328358209,0.9693877551020408,2066,78,54,2090
40,12.101425170898438,12.381074905395508,0.15921548008918762,7.558002471923828,0.0018563206540420651,0.9949531580669415,0.9638142791551882,0.9945868003174966,0.9578561612459917,0.9752798507462687,0.9664894846313843,2052,92,53,2091
41,12.089659690856934,12.403637886047363,0.14685799181461334,7.560989856719971,0.0014293863205239177,0.9963363102308336,0.9657005524069158,0.996184134280784,0.9686202122750346,0.9780987884436161,0.9733364247623464,2074,68,47,2099
42,12.215404510498047,12.220664024353027,0.24744968116283417,7.558746337890625,0.0004541929520200938,0.9958316074710404,0.9642794368218097,0.9955871962196716,0.9642037631941257,0.9799440298507462,0.9720101781170484,2066,78,43,2101
43,12.016514778137207,12.371617317199707,0.09363602101802826,7.558810710906982,0.0007155282073654234,0.9961274687359616,0.9631028607299794,0.9960418669346872,0.9649446494464945,0.976201586560896,0.9705404778473672,2069,76,51,2092
44,12.006848335266113,12.03115177154541,0.09260109066963196,7.553555965423584,0.0006629875861108303,0.9966972209622699,0.966833467850417,0.9965359199625754,0.968261269549218,0.9813519813519813,0.9747626765454966,2074,69,40,2105
45,12.041169166564941,12.283280372619629,0.12327949702739716,7.54964017868042,0.0013518164632841945,0.9959131862071666,0.9665653931552498,0.9955372333982945,0.966390423572744,0.9785547785547786,0.9724345610377577,2070,73,46,2099
46,11.933268547058105,12.32187557220459,0.047032807022333145,7.544121742248535,0.000943645485676825,0.996775970406802,0.9658691441279863,0.9966140283996515,0.9640883977900553,0.9775910364145658,0.9707927677329624,2068,78,48,2094
47,11.936997413635254,12.329779624938965,0.0499049574136734,7.54410982131958,0.0009692018502391875,0.9966088915004089,0.9673398378649831,0.9965236404514394,0.9669117647058824,0.9799720540288775,0.9733981031690956,2069,72,43,2104
48,11.966597557067871,12.208588600158691,0.07934640347957611,7.538886070251465,0.000667230342514813,0.9965381927856574,0.9625547026329004,0.9962781015194143,0.9651376146788991,0.9804287045666356,0.9727230698104484,2066,76,42,2104
49,11.901579856872559,12.097270965576172,0.032655827701091766,7.535276412963867,0.0017423545941710472,0.9967450817275563,0.9650363196125908,0.9964776561145916,0.9700046146746655,0.980410447761194,0.9751797726745535,2079,65,42,2102
50,12.085301399230957,12.39236831665039,0.1775968223810196,7.53216552734375,0.0025262197013944387,0.9972330360571144,0.965955233517469,0.9970695095579426,0.9700184501845018,0.9804195804195804,0.9751912821701831,2078,65,42,2103
