epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.958382,0.395563,6.931399,0.638362,0.799371,0.785310,0.685157,0.835744,0.752996,1322,823,352,1791
2,3.828580,0.250264,6.932160,0.530853,0.931253,0.927167,0.851453,0.848273,0.849860,1829,317,325,1817
3,3.770100,0.264727,6.931995,0.363165,0.945934,0.944511,0.863720,0.875408,0.869525,1849,296,267,1876
4,3.644400,0.158171,6.926869,0.215157,0.951311,0.949756,0.879776,0.880186,0.879981,1885,258,257,1888
5,3.694978,0.318282,6.914760,0.116572,0.953060,0.951085,0.883178,0.881530,0.882353,1894,250,254,1890
6,3.655417,0.319117,6.863536,0.080447,0.955129,0.953559,0.883970,0.885621,0.884795,1897,249,245,1897
7,3.491919,0.190050,6.714625,0.051440,0.956570,0.955719,0.889882,0.881996,0.885922,1910,234,253,1891
8,3.538597,0.303853,6.671305,0.051583,0.959150,0.958606,0.884045,0.888993,0.886512,1894,250,238,1906
9,3.534580,0.260829,6.733601,0.028206,0.962373,0.961635,0.892221,0.887646,0.889928,1913,230,241,1904
10,3.517911,0.181753,6.799581,0.022672,0.962120,0.961438,0.891803,0.887646,0.889720,1912,231,241,1904
