epoch,loss_train,task_loss,cont_loss,adv_loss,auroc,auprc,precision,recall,f1,tn,fp,fn,tp
1,3.923950,0.346089,6.931827,0.625958,0.786192,0.778594,0.710367,0.713352,0.711857,1523,623,614,1528
2,3.837949,0.285997,6.932981,0.499650,0.933474,0.930708,0.850186,0.854944,0.852558,1821,323,311,1833
3,3.779307,0.301098,6.929449,0.334810,0.947803,0.946633,0.868542,0.877855,0.873174,1858,285,262,1883
4,3.697550,0.258694,6.929291,0.194221,0.950894,0.949386,0.876404,0.873950,0.875175,1882,264,270,1872
5,3.746247,0.402800,6.918389,0.113429,0.956588,0.955283,0.882136,0.893657,0.887859,1888,256,228,1916
6,3.587942,0.217835,6.857021,0.071827,0.959022,0.958220,0.887402,0.896086,0.891723,1898,244,223,1923
7,3.658708,0.397451,6.791327,0.061433,0.959318,0.958560,0.886070,0.895989,0.891002,1897,247,223,1921
8,3.516943,0.289279,6.658362,0.035486,0.960541,0.958926,0.880420,0.900560,0.890376,1884,262,213,1929
9,3.550932,0.322441,6.688289,0.033307,0.962072,0.961477,0.886258,0.890807,0.888527,1900,245,234,1909
10,3.393220,0.173943,6.551704,0.032507,0.963891,0.963749,0.886792,0.899207,0.892956,1899,246,216,1927
